No,DATE,DATETIME,TIME,RACE,GENDER,BODY_SIZE,AGE_RANGE,KIDS_CATEGORY,BASKET_SIZE,BASKET_COLOUR,ATTIRE,SHIRT_COLOUR,SHIRT_TYPE,PANTS_COLOUR,PANTS_TYPE,WASH_ITEM,WASHER_NO,DRYER_NO,SPECTACLES,AGE_GROUP,PART_OF_DAY,DAY_OF_WEEK
1,19/10/2015,2015-10-19 20:17:50,20:17:50,malay,1,1,28,4,0,8,0,1,1,0,1,1,3,10,0,"(27.999, 33.0]",Evening,0
2,19/10/2015,2015-10-19 20:28:42,20:28:42,indian,1,2,32,1,0,3,0,10,1,2,0,1,6,9,0,"(27.999, 33.0]",Evening,0
3,19/10/2015,2015-10-19 20:58:31,20:58:31,malay,0,1,30,1,0,1,0,8,1,0,0,1,4,10,0,"(27.999, 33.0]",Evening,0
4,19/10/2015,2015-10-19 21:31:28,21:31:28,indian,1,2,51,1,2,0,0,0,1,12,1,1,5,9,0,"(47.0, 51.0]",Night,0
5,19/10/2015,2015-10-19 21:40:28,21:40:28,indian,1,1,34,1,0,1,0,1,1,11,0,1,3,9,0,"(33.0, 38.0]",Night,0
6,19/10/2015,2015-10-19 23:45:38,23:45:38,unknown,1,0,50,1,1,10,0,2,2,2,0,1,4,8,0,"(47.0, 51.0]",Night,0
7,19/10/2015,2015-10-19 23:53:38,23:53:38,unknown,0,0,45,1,0,6,2,1,2,0,0,1,5,10,0,"(42.0, 47.0]",Night,0
8,20/10/2015,2015-10-20 00:24:01,0:24:01,indian,1,2,49,1,0,1,0,10,1,3,0,1,3,9,0,"(47.0, 51.0]",Late Night,1
9,20/10/2015,2015-10-20 00:45:19,0:45:19,indian,1,2,30,1,1,7,0,10,1,0,1,1,6,10,0,"(27.999, 33.0]",Late Night,1
10,20/10/2015,2015-10-20 01:17:50,1:17:50,chinese,1,1,33,1,1,6,0,10,1,2,1,2,5,7,0,"(27.999, 33.0]",Late Night,1
11,20/10/2015,2015-10-20 03:07:16,3:07:16,foreigner,0,0,45,1,0,8,3,0,1,5,1,2,4,8,0,"(42.0, 47.0]",Late Night,1
12,20/10/2015,2015-10-20 07:23:12,7:23:12,unknown,1,1,37,1,0,1,0,2,1,2,0,2,4,8,0,"(33.0, 38.0]",Early Morning,1
13,20/10/2015,2015-10-20 07:23:12,7:23:12,malay,0,1,42,1,0,1,0,1,0,2,0,1,3,7,0,"(38.0, 42.0]",Early Morning,1
14,20/10/2015,2015-10-20 09:06:14,9:06:14,malay,1,1,32,1,0,11,0,11,1,0,0,1,3,9,1,"(27.999, 33.0]",Morning,1
15,20/10/2015,2015-10-20 10:05:17,10:05:17,malay,0,1,55,4,0,8,0,2,0,5,0,1,3,8,1,"(51.0, 55.0]",Morning,1
16,20/10/2015,2015-10-20 10:41:35,10:41:35,unknown,1,2,33,1,0,2,1,1,0,3,0,1,5,9,0,"(27.999, 33.0]",Morning,1
17,20/10/2015,2015-10-20 10:49:31,10:49:31,malay,0,2,55,2,0,1,0,2,0,5,0,1,4,7,0,"(51.0, 55.0]",Morning,1
18,20/10/2015,2015-10-20 10:57:47,10:57:47,malay,1,0,37,2,0,1,0,4,2,5,0,1,5,9,0,"(33.0, 38.0]",Morning,1
19,20/10/2015,2015-10-20 11:13:26,11:13:26,malay,0,0,55,3,0,1,2,5,0,6,0,1,6,7,1,"(51.0, 55.0]",Morning,1
20,20/10/2015,2015-10-20 11:19:20,11:19:20,malay,0,1,50,4,0,6,0,3,0,5,0,1,5,10,0,"(47.0, 51.0]",Morning,1
21,20/10/2015,2015-10-20 11:27:26,11:27:26,indian,1,0,34,1,0,0,0,8,1,5,0,1,3,10,0,"(33.0, 38.0]",Morning,1
22,20/10/2015,2015-10-20 11:27:57,11:27:57,unknown,1,1,53,0,0,6,1,8,0,0,0,1,5,9,0,"(51.0, 55.0]",Morning,1
23,20/10/2015,2015-10-20 11:28:43,11:28:43,malay,0,0,38,4,0,10,0,8,2,1,0,0,3,7,0,"(33.0, 38.0]",Morning,1
24,20/10/2015,2015-10-20 13:36:46,13:36:46,chinese,0,2,29,1,1,10,0,2,1,0,0,0,3,7,1,"(27.999, 33.0]",Afternoon,1
25,20/10/2015,2015-10-20 12:10:46,12:10:46,chinese,0,1,44,1,0,10,0,0,1,0,0,1,5,7,0,"(42.0, 47.0]",Morning,1
26,20/10/2015,2015-10-20 13:44:03,13:44:03,chinese,0,1,42,1,1,5,0,0,1,0,0,1,3,8,0,"(38.0, 42.0]",Afternoon,1
27,20/10/2015,2015-10-20 13:47:46,13:47:46,chinese,1,2,41,1,0,10,3,0,2,3,0,1,6,9,0,"(38.0, 42.0]",Afternoon,1
28,20/10/2015,2015-10-20 14:39:57,14:39:57,chinese,1,2,36,4,0,8,3,4,2,11,1,0,5,9,1,"(33.0, 38.0]",Afternoon,1
29,20/10/2015,2015-10-20 14:54:19,14:54:19,indian,1,0,39,1,0,1,3,0,2,2,0,1,4,10,0,"(38.0, 42.0]",Afternoon,1
30,20/10/2015,2015-10-20 14:54:19,14:54:19,indian,1,2,42,1,0,1,3,0,1,2,0,1,6,9,0,"(38.0, 42.0]",Afternoon,1
31,20/10/2015,2015-10-20 15:26:05,15:26:05,malay,0,0,32,1,0,7,3,7,0,0,0,1,3,7,0,"(27.999, 33.0]",Afternoon,1
32,20/10/2015,2015-10-20 15:45:51,15:45:51,chinese,1,2,40,2,0,8,0,10,1,11,1,1,5,9,1,"(38.0, 42.0]",Afternoon,1
33,20/10/2015,2015-10-20 15:52:41,15:52:41,foreigner,1,1,39,1,0,1,0,0,1,0,0,1,3,8,0,"(38.0, 42.0]",Afternoon,1
34,20/10/2015,2015-10-20 16:01:30,16:01:30,malay,0,0,55,1,0,7,0,7,0,0,0,1,3,7,0,"(51.0, 55.0]",Afternoon,1
35,20/10/2015,2015-10-20 16:34:06,16:34:06,chinese,1,2,46,1,0,8,0,7,1,0,2,1,4,7,0,"(42.0, 47.0]",Afternoon,1
36,20/10/2015,2015-10-20 18:14:37,18:14:37,malay,0,2,46,1,1,10,0,10,1,5,2,1,6,10,0,"(42.0, 47.0]",Evening,1
37,20/10/2015,2015-10-20 18:34:26,18:34:26,malay,1,0,35,1,0,1,1,10,1,3,2,1,4,7,1,"(33.0, 38.0]",Evening,1
38,20/10/2015,2015-10-20 18:37:46,18:37:46,chinese,0,2,35,1,1,3,0,4,1,5,1,1,5,9,0,"(33.0, 38.0]",Evening,1
39,20/10/2015,2015-10-20 18:48:34,18:48:34,malay,0,2,41,1,0,8,1,5,0,0,0,1,5,10,0,"(38.0, 42.0]",Evening,1
40,20/10/2015,2015-10-20 18:57:46,18:57:46,malay,0,0,31,1,0,8,2,3,0,4,0,1,4,9,1,"(27.999, 33.0]",Evening,1
41,20/10/2015,2015-10-20 18:57:46,18:57:46,malay,0,0,34,1,0,8,2,2,0,3,0,1,5,9,0,"(33.0, 38.0]",Evening,1
42,20/10/2015,2015-10-20 20:09:18,20:09:18,malay,0,0,36,1,0,1,0,4,0,0,0,0,4,8,0,"(33.0, 38.0]",Evening,1
43,20/10/2015,2015-10-20 20:21:03,20:21:03,malay,1,2,33,1,0,8,0,0,1,2,0,1,4,10,1,"(27.999, 33.0]",Evening,1
44,20/10/2015,2015-10-20 20:21:03,20:21:03,malay,0,0,51,1,0,1,0,1,1,9,0,1,6,9,0,"(47.0, 51.0]",Evening,1
45,20/10/2015,2015-10-20 20:21:03,20:21:03,foreigner,0,1,46,1,0,1,1,4,0,0,0,0,3,7,0,"(42.0, 47.0]",Evening,1
46,20/10/2015,2015-10-20 20:32:37,20:32:37,malay,0,1,51,1,0,0,0,8,0,9,0,1,6,8,0,"(47.0, 51.0]",Evening,1
47,20/10/2015,2015-10-20 20:44:46,20:44:46,indian,1,0,48,1,0,7,0,8,1,0,1,1,5,7,0,"(47.0, 51.0]",Evening,1
48,20/10/2015,2015-10-20 20:48:32,20:48:32,malay,0,0,28,1,0,1,0,1,0,3,0,1,3,9,1,"(27.999, 33.0]",Evening,1
49,20/10/2015,2015-10-20 21:39:30,21:39:30,indian,1,1,49,1,0,8,0,0,1,1,1,1,4,8,0,"(47.0, 51.0]",Night,1
50,20/10/2015,2015-10-20 21:44:10,21:44:10,indian,1,0,48,1,0,8,0,0,1,1,1,1,5,10,0,"(47.0, 51.0]",Night,1
51,20/10/2015,2015-10-20 21:05:59,21:05:59,malay,0,0,42,2,0,5,0,0,1,0,0,0,5,9,0,"(38.0, 42.0]",Night,1
52,20/10/2015,2015-10-20 22:04:52,22:04:52,indian,0,0,42,1,1,10,2,8,1,0,0,1,5,7,0,"(38.0, 42.0]",Night,1
53,20/10/2015,2015-10-20 22:04:52,22:04:52,foreigner,1,1,54,1,0,10,0,10,1,0,0,1,3,9,0,"(51.0, 55.0]",Night,1
54,20/10/2015,2015-10-20 22:10:28,22:10:28,foreigner,1,2,38,1,0,11,0,10,1,0,0,1,3,8,0,"(33.0, 38.0]",Night,1
55,20/10/2015,2015-10-20 22:12:39,22:12:39,chinese,0,2,39,1,0,1,0,1,0,12,1,1,6,7,0,"(38.0, 42.0]",Night,1
56,20/10/2015,2015-10-20 22:18:01,22:18:01,malay,1,2,53,4,0,10,1,2,0,1,0,1,6,8,0,"(51.0, 55.0]",Night,1
57,20/10/2015,2015-10-20 22:20:42,22:20:42,malay,1,2,29,2,0,0,0,10,1,2,0,1,3,10,0,"(27.999, 33.0]",Night,1
58,20/10/2015,2015-10-20 22:24:54,22:24:54,indian,1,0,43,1,0,1,0,10,1,0,0,1,6,10,0,"(42.0, 47.0]",Night,1
59,20/10/2015,2015-10-20 22:24:54,22:24:54,indian,0,0,29,4,1,10,2,2,1,1,0,1,5,8,0,"(27.999, 33.0]",Night,1
60,20/10/2015,2015-10-20 22:37:12,22:37:12,malay,0,2,50,2,0,0,0,4,1,5,0,1,3,8,0,"(47.0, 51.0]",Night,1
61,20/10/2015,2015-10-20 22:52:52,22:52:52,malay,2,2,51,1,1,0,0,0,1,5,0,1,3,9,0,"(47.0, 51.0]",Night,1
62,20/10/2015,2015-10-20 22:54:56,22:54:56,malay,1,2,28,2,0,10,0,10,1,2,0,1,4,10,0,"(27.999, 33.0]",Night,1
63,20/10/2015,2015-10-20 22:59:55,22:59:55,indian,0,1,55,0,0,10,0,1,1,3,1,1,3,9,0,"(51.0, 55.0]",Night,1
64,20/10/2015,2015-10-20 23:08:44,23:08:44,indian,1,2,33,1,1,11,0,10,1,0,0,0,5,10,0,"(27.999, 33.0]",Night,1
65,20/10/2015,2015-10-20 23:08:44,23:08:44,indian,1,1,49,1,1,10,1,1,0,0,0,1,6,10,1,"(47.0, 51.0]",Night,1
66,20/10/2015,2015-10-20 23:15:42,23:15:42,malay,1,2,42,1,1,8,0,2,0,1,0,0,4,8,0,"(38.0, 42.0]",Night,1
67,20/10/2015,2015-10-20 00:04:56,0:04:56,malay,0,1,45,1,0,6,1,8,0,0,0,0,3,7,0,"(42.0, 47.0]",Late Night,1
68,21/10/2015,2015-10-21 02:17:42,2:17:42,indian,1,2,30,1,1,10,0,0,1,11,1,1,6,7,0,"(27.999, 33.0]",Late Night,2
69,21/10/2015,2015-10-21 07:35:52,7:35:52,indian,2,0,44,1,1,1,0,1,1,11,1,1,4,8,0,"(42.0, 47.0]",Early Morning,2
70,21/10/2015,2015-10-21 07:58:48,7:58:48,chinese,2,1,54,1,0,8,0,1,1,3,0,1,3,7,0,"(51.0, 55.0]",Early Morning,2
71,21/10/2015,2015-10-21 11:21:04,11:21:04,chinese,2,2,43,1,0,11,0,4,1,11,0,1,3,8,0,"(42.0, 47.0]",Morning,2
72,21/10/2015,2015-10-21 11:56:35,11:56:35,malay,1,2,32,1,0,1,0,2,1,2,0,1,4,8,1,"(27.999, 33.0]",Morning,2
73,21/10/2015,2015-10-21 11:56:35,11:56:35,malay,1,1,29,1,0,8,0,4,1,3,0,1,5,8,0,"(27.999, 33.0]",Morning,2
74,21/10/2015,2015-10-21 12:01:57,12:01:57,chinese,1,2,40,1,1,10,0,8,1,1,0,1,3,9,1,"(38.0, 42.0]",Morning,2
75,21/10/2015,2015-10-21 12:01:57,12:01:57,chinese,2,2,31,1,0,10,0,0,1,5,0,1,5,8,0,"(27.999, 33.0]",Morning,2
76,21/10/2015,2015-10-21 12:32:17,12:32:17,malay,0,2,31,1,0,8,0,1,0,0,0,1,5,10,0,"(27.999, 33.0]",Morning,2
77,21/10/2015,2015-10-21 12:44:01,12:44:01,chinese,1,2,54,1,1,10,0,8,1,0,0,1,3,8,0,"(51.0, 55.0]",Morning,2
78,21/10/2015,2015-10-21 13:04:37,13:04:37,malay,0,2,42,1,0,8,0,10,0,0,0,1,6,10,0,"(38.0, 42.0]",Afternoon,2
79,21/10/2015,2015-10-21 13:04:37,13:04:37,malay,1,1,54,1,1,10,0,3,1,2,0,1,5,7,0,"(51.0, 55.0]",Afternoon,2
80,21/10/2015,2015-10-21 14:18:47,14:18:47,chinese,0,0,45,1,0,1,0,4,0,11,0,1,3,10,1,"(42.0, 47.0]",Afternoon,2
81,21/10/2015,2015-10-21 14:30:07,14:30:07,malay,1,0,38,2,0,10,0,4,1,0,0,1,3,7,0,"(33.0, 38.0]",Afternoon,2
82,21/10/2015,2015-10-21 14:32:50,14:32:50,malay,0,1,48,4,0,1,2,3,0,11,0,1,5,9,1,"(47.0, 51.0]",Afternoon,2
83,21/10/2015,2015-10-21 14:51:37,14:51:37,chinese,0,2,42,1,0,0,0,8,1,3,1,1,3,9,0,"(38.0, 42.0]",Afternoon,2
84,21/10/2015,2015-10-21 15:05:32,15:05:32,malay,0,1,42,2,0,1,2,7,0,8,0,0,4,8,0,"(38.0, 42.0]",Afternoon,2
85,21/10/2015,2015-10-21 16:53:36,16:53:36,chinese,1,1,53,1,1,10,0,1,1,12,1,1,4,9,0,"(51.0, 55.0]",Afternoon,2
86,21/10/2015,2015-10-21 19:35:17,19:35:17,malay,0,0,40,1,0,1,2,2,0,3,0,1,6,8,0,"(38.0, 42.0]",Evening,2
87,21/10/2015,2015-10-21 19:35:17,19:35:17,malay,0,1,53,1,0,10,2,7,0,8,0,1,4,7,1,"(51.0, 55.0]",Evening,2
88,21/10/2015,2015-10-21 19:35:17,19:35:17,indian,1,0,49,1,0,0,0,0,1,2,0,1,3,7,0,"(47.0, 51.0]",Evening,2
89,21/10/2015,2015-10-21 21:13:41,21:13:41,malay,1,2,52,1,0,0,2,2,0,3,0,1,6,10,0,"(51.0, 55.0]",Night,2
90,21/10/2015,2015-10-21 21:13:41,21:13:41,malay,1,2,32,1,0,10,0,0,1,0,0,1,6,8,0,"(27.999, 33.0]",Night,2
91,21/10/2015,2015-10-21 21:13:41,21:13:41,chinese,1,1,34,1,0,1,0,1,1,9,1,1,5,9,1,"(33.0, 38.0]",Night,2
92,21/10/2015,2015-10-21 21:13:41,21:13:41,indian,1,2,35,1,0,10,1,10,0,0,0,1,3,7,0,"(33.0, 38.0]",Night,2
93,22/10/2015,2015-10-22 07:31:47,7:31:47,malay,0,1,49,1,0,11,2,10,0,11,0,1,4,8,0,"(47.0, 51.0]",Early Morning,3
94,22/10/2015,2015-10-22 09:19:35,9:19:35,malay,0,0,33,1,0,10,2,1,0,0,0,1,5,7,0,"(27.999, 33.0]",Morning,3
95,22/10/2015,2015-10-22 09:19:35,9:19:35,malay,0,1,55,1,0,1,1,4,0,0,0,1,4,8,0,"(51.0, 55.0]",Morning,3
96,22/10/2015,2015-10-22 09:48:38,9:48:38,chinese,0,2,42,1,0,1,0,6,1,0,0,0,4,7,0,"(38.0, 42.0]",Morning,3
97,22/10/2015,2015-10-22 10:08:57,10:08:57,malay,1,1,55,1,0,1,0,10,1,12,0,1,3,8,1,"(51.0, 55.0]",Morning,3
98,22/10/2015,2015-10-22 10:50:38,10:50:38,malay,0,2,49,1,0,1,0,2,0,0,0,1,5,9,0,"(47.0, 51.0]",Morning,3
99,22/10/2015,2015-10-22 10:50:38,10:50:38,malay,1,2,46,1,0,0,0,8,1,11,0,1,3,8,1,"(42.0, 47.0]",Morning,3
100,22/10/2015,2015-10-22 13:14:43,13:14:43,foreigner,0,1,41,1,0,10,0,10,1,11,0,1,5,10,0,"(38.0, 42.0]",Afternoon,3
101,22/10/2015,2015-10-22 13:17:51,13:17:51,malay,0,0,53,1,0,1,1,6,0,0,0,1,3,7,0,"(51.0, 55.0]",Afternoon,3
102,22/10/2015,2015-10-22 13:17:51,13:17:51,malay,1,0,41,1,0,3,0,3,1,0,0,1,3,10,0,"(38.0, 42.0]",Afternoon,3
103,22/10/2015,2015-10-22 14:38:23,14:38:23,malay,1,1,55,1,1,10,0,2,1,5,0,1,4,8,1,"(51.0, 55.0]",Afternoon,3
104,22/10/2015,2015-10-22 15:10:04,15:10:04,malay,0,1,34,1,1,3,0,8,0,8,0,1,4,7,0,"(33.0, 38.0]",Afternoon,3
105,22/10/2015,2015-10-22 15:42:25,15:42:25,malay,0,0,40,1,0,1,0,3,0,0,0,1,6,10,0,"(38.0, 42.0]",Afternoon,3
106,22/10/2015,2015-10-22 18:42:40,18:42:40,indian,1,0,44,1,0,10,0,11,1,5,1,1,5,7,0,"(42.0, 47.0]",Evening,3
107,22/10/2015,2015-10-22 19:48:07,19:48:07,chinese,1,2,50,0,0,1,0,0,1,0,0,1,3,10,0,"(47.0, 51.0]",Evening,3
108,22/10/2015,2015-10-22 20:23:30,20:23:30,foreigner,1,1,54,1,0,1,0,0,1,0,0,1,3,7,0,"(51.0, 55.0]",Evening,3
109,22/10/2015,2015-10-22 20:49:14,20:49:14,chinese,1,2,44,1,0,0,0,0,1,2,0,1,5,8,0,"(42.0, 47.0]",Evening,3
110,22/10/2015,2015-10-22 22:10:13,22:10:13,indian,1,1,32,1,0,10,0,3,1,3,1,1,3,9,0,"(27.999, 33.0]",Night,3
111,22/10/2015,2015-10-22 22:52:01,22:52:01,chinese,0,2,32,1,0,1,0,10,1,3,1,1,3,9,0,"(27.999, 33.0]",Night,3
112,22/10/2015,2015-10-22 23:18:33,23:18:33,indian,1,0,47,1,0,0,0,1,1,0,1,1,6,7,0,"(42.0, 47.0]",Night,3
113,23/10/2015,2015-10-23 01:09:08,1:09:08,chinese,0,0,30,2,0,8,0,8,1,4,1,1,6,10,0,"(27.999, 33.0]",Late Night,4
114,23/10/2015,2015-10-23 01:31:55,1:31:55,chinese,1,0,31,1,0,11,0,2,1,0,0,1,3,8,1,"(27.999, 33.0]",Late Night,4
115,23/10/2015,2015-10-23 01:52:36,1:52:36,indian,0,0,39,1,0,10,0,4,1,0,0,1,3,10,0,"(38.0, 42.0]",Late Night,4
116,23/10/2015,2015-10-23 02:48:52,2:48:52,malay,1,0,40,1,0,0,0,1,1,5,0,1,5,7,0,"(38.0, 42.0]",Late Night,4
117,23/10/2015,2015-10-23 04:35:37,4:35:37,indian,1,1,42,1,0,11,1,10,1,0,0,1,5,8,0,"(38.0, 42.0]",Late Night,4
118,23/10/2015,2015-10-23 07:07:53,7:07:53,malay,0,0,52,0,0,8,0,10,1,0,0,1,5,7,1,"(51.0, 55.0]",Early Morning,4
119,23/10/2015,2015-10-23 07:31:00,7:31:00,malay,1,0,33,1,0,8,0,8,0,3,1,1,3,7,0,"(27.999, 33.0]",Early Morning,4
120,23/10/2015,2015-10-23 10:27:02,10:27:02,chinese,1,2,47,1,0,8,1,10,1,0,0,1,5,9,1,"(42.0, 47.0]",Morning,4
121,23/10/2015,2015-10-23 11:14:22,11:14:22,malay,1,0,53,0,0,4,0,8,1,3,0,1,3,9,0,"(51.0, 55.0]",Morning,4
122,23/10/2015,2015-10-23 11:17:03,11:17:03,malay,0,1,53,2,0,9,1,6,0,0,0,1,4,7,0,"(51.0, 55.0]",Morning,4
123,23/10/2015,2015-10-23 11:54:36,11:54:36,indian,1,1,40,1,1,3,1,10,1,0,2,1,3,9,0,"(38.0, 42.0]",Morning,4
124,23/10/2015,2015-10-23 11:59:37,11:59:37,malay,1,1,40,1,0,10,1,10,1,5,0,1,4,10,0,"(38.0, 42.0]",Morning,4
125,23/10/2015,2015-10-23 12:00:06,12:00:06,malay,2,0,52,1,0,1,3,0,0,0,0,1,6,10,0,"(51.0, 55.0]",Morning,4
126,23/10/2015,2015-10-23 12:00:06,12:00:06,indian,1,0,44,1,0,10,0,0,1,5,0,2,4,10,0,"(42.0, 47.0]",Morning,4
127,23/10/2015,2015-10-23 12:00:06,12:00:06,malay,1,0,28,1,0,0,0,0,1,0,0,1,3,8,0,"(27.999, 33.0]",Morning,4
128,23/10/2015,2015-10-23 12:01:53,12:01:53,unknown,1,2,44,1,0,10,3,0,1,9,1,2,4,8,1,"(42.0, 47.0]",Morning,4
129,23/10/2015,2015-10-23 12:23:32,12:23:32,malay,0,2,52,1,0,1,0,1,2,1,1,2,5,8,0,"(51.0, 55.0]",Morning,4
130,23/10/2015,2015-10-23 12:57:44,12:57:44,malay,0,0,39,1,0,9,0,0,1,0,0,1,6,8,0,"(38.0, 42.0]",Morning,4
131,23/10/2015,2015-10-23 15:17:25,15:17:25,malay,0,2,31,1,0,10,0,8,1,2,0,1,3,7,0,"(27.999, 33.0]",Afternoon,4
132,23/10/2015,2015-10-23 16:06:01,16:06:01,foreigner,1,2,31,1,0,10,1,4,2,5,0,1,6,9,0,"(27.999, 33.0]",Afternoon,4
133,23/10/2015,2015-10-23 16:06:01,16:06:01,unknown,0,0,40,1,0,4,0,4,0,0,2,1,4,9,0,"(38.0, 42.0]",Afternoon,4
134,23/10/2015,2015-10-23 16:11:32,16:11:32,malay,0,2,28,0,0,10,0,1,2,0,0,0,4,9,0,"(27.999, 33.0]",Afternoon,4
135,23/10/2015,2015-10-23 16:33:34,16:33:34,malay,0,1,41,1,0,3,2,1,0,1,0,1,4,7,1,"(38.0, 42.0]",Afternoon,4
136,23/10/2015,2015-10-23 17:31:48,17:31:48,malay,0,1,41,2,0,10,0,8,1,2,0,1,6,10,0,"(38.0, 42.0]",Evening,4
137,23/10/2015,2015-10-23 17:31:48,17:31:48,malay,2,0,49,1,0,1,0,2,1,11,0,1,5,9,0,"(47.0, 51.0]",Evening,4
138,23/10/2015,2015-10-23 19:47:39,19:47:39,chinese,0,2,30,1,1,10,0,3,1,0,0,1,6,7,0,"(27.999, 33.0]",Evening,4
139,23/10/2015,2015-10-23 19:55:14,19:55:14,chinese,1,1,48,1,0,1,0,10,1,0,2,1,3,9,0,"(47.0, 51.0]",Evening,4
140,23/10/2015,2015-10-23 20:08:58,20:08:58,chinese,0,1,34,1,0,10,0,10,1,2,0,1,5,7,0,"(33.0, 38.0]",Evening,4
141,23/10/2015,2015-10-23 20:39:42,20:39:42,foreigner,1,2,45,1,0,2,0,8,2,5,0,1,6,9,0,"(42.0, 47.0]",Evening,4
142,23/10/2015,2015-10-23 21:18:54,21:18:54,foreigner,0,2,39,4,0,1,0,0,1,0,0,1,3,9,0,"(38.0, 42.0]",Night,4
143,23/10/2015,2015-10-23 21:51:00,21:51:00,malay,0,1,48,2,0,8,0,1,0,0,0,2,4,7,0,"(47.0, 51.0]",Night,4
144,23/10/2015,2015-10-23 22:31:34,22:31:34,indian,0,0,40,4,0,8,0,7,1,0,2,1,4,10,0,"(38.0, 42.0]",Night,4
145,23/10/2015,2015-10-23 22:58:27,22:58:27,chinese,2,2,42,1,0,1,0,1,1,3,0,1,5,9,1,"(38.0, 42.0]",Night,4
146,23/10/2015,2015-10-23 23:38:01,23:38:01,malay,1,0,42,1,0,1,0,1,1,0,0,1,3,7,0,"(38.0, 42.0]",Night,4
147,24/10/2015,2015-10-24 00:18:48,0:18:48,chinese,1,0,36,1,0,8,0,1,1,4,1,1,3,9,1,"(33.0, 38.0]",Late Night,5
148,24/10/2015,2015-10-24 00:38:01,0:38:01,malay,2,2,28,0,0,1,0,8,1,5,0,1,3,9,0,"(27.999, 33.0]",Late Night,5
149,24/10/2015,2015-10-24 01:31:38,1:31:38,malay,1,0,53,1,0,8,0,10,1,0,0,1,3,7,1,"(51.0, 55.0]",Late Night,5
150,24/10/2015,2015-10-24 06:44:22,6:44:22,malay,1,2,42,1,0,8,0,11,2,0,0,1,4,7,1,"(38.0, 42.0]",Early Morning,5
151,24/10/2015,2015-10-24 06:56:49,6:56:49,chinese,0,1,39,1,0,8,0,1,1,0,0,1,6,9,0,"(38.0, 42.0]",Early Morning,5
152,24/10/2015,2015-10-24 08:51:44,8:51:44,unknown,1,0,40,1,0,0,0,10,0,3,2,1,4,10,0,"(38.0, 42.0]",Early Morning,5
153,24/10/2015,2015-10-24 09:07:33,9:07:33,indian,0,2,41,1,0,3,0,2,1,5,0,2,6,9,0,"(38.0, 42.0]",Morning,5
154,24/10/2015,2015-10-24 09:22:05,9:22:05,malay,0,2,50,1,2,8,0,2,0,3,0,0,3,7,0,"(47.0, 51.0]",Morning,5
155,24/10/2015,2015-10-24 09:23:10,9:23:10,malay,0,0,48,1,0,8,0,8,0,3,0,1,6,9,0,"(47.0, 51.0]",Morning,5
156,24/10/2015,2015-10-24 09:23:10,9:23:10,unknown,0,2,42,1,0,8,0,3,0,9,0,1,6,8,0,"(38.0, 42.0]",Morning,5
157,24/10/2015,2015-10-24 09:24:29,9:24:29,malay,1,3,51,1,1,10,0,1,2,0,0,2,6,10,0,"(47.0, 51.0]",Morning,5
158,24/10/2015,2015-10-24 10:30:48,10:30:48,chinese,0,2,54,1,0,8,0,9,1,3,1,1,6,9,0,"(51.0, 55.0]",Morning,5
159,24/10/2015,2015-10-24 10:30:48,10:30:48,malay,1,2,50,2,0,0,0,0,1,1,0,1,4,10,0,"(47.0, 51.0]",Morning,5
160,24/10/2015,2015-10-24 10:47:32,10:47:32,unknown,0,0,44,1,0,1,0,0,0,0,0,1,5,8,0,"(42.0, 47.0]",Morning,5
161,24/10/2015,2015-10-24 10:59:09,10:59:09,malay,2,0,41,1,0,1,0,1,1,0,0,1,4,9,0,"(38.0, 42.0]",Morning,5
