No,DATE,DATETIME,TIME,RACE,GENDER,BODY_SIZE,AGE_RANGE,KIDS_CATEGORY,BASKET_SIZE,BASKET_COLOUR,ATTIRE,SHIRT_COLOUR,SHIRT_TYPE,PANTS_COLOUR,PANTS_TYPE,WASH_ITEM,WASHER_NO,DRYER_NO,SPECTACLES,AGE_GROUP,PART_OF_DAY,DAY_OF_WEEK
162,24/10/2015,2015-10-24 11:12:18,11:12:18,malay,0,1,45,4,0,8,0,0,1,9,0,2,4,7,0,"(42.0, 47.0]",Morning,5
163,24/10/2015,2015-10-24 11:32:11,11:32:11,malay,1,0,41,4,0,1,0,5,1,5,1,1,6,10,0,"(38.0, 42.0]",Morning,5
164,24/10/2015,2015-10-24 11:34:26,11:34:26,indian,0,3,37,1,0,8,0,4,1,3,1,1,6,7,0,"(33.0, 38.0]",Morning,5
165,24/10/2015,2015-10-24 12:00:51,12:00:51,indian,2,0,35,1,0,0,0,1,2,0,0,2,3,7,0,"(33.0, 38.0]",Morning,5
166,24/10/2015,2015-10-24 12:14:54,12:14:54,chinese,1,2,53,0,0,1,0,0,1,5,0,0,6,7,1,"(51.0, 55.0]",Morning,5
167,24/10/2015,2015-10-24 12:37:44,12:37:44,chinese,1,1,53,1,1,10,0,8,1,3,1,1,6,10,0,"(51.0, 55.0]",Morning,5
168,24/10/2015,2015-10-24 13:05:01,13:05:01,chinese,1,2,51,1,0,0,0,8,1,2,0,1,6,7,0,"(47.0, 51.0]",Afternoon,5
169,24/10/2015,2015-10-24 13:30:48,13:30:48,malay,0,3,32,1,0,8,0,1,1,3,0,1,4,8,1,"(27.999, 33.0]",Afternoon,5
170,24/10/2015,2015-10-24 13:37:15,13:37:15,malay,0,2,52,1,0,9,0,8,1,0,0,1,5,9,0,"(51.0, 55.0]",Afternoon,5
171,24/10/2015,2015-10-24 13:37:15,13:37:15,malay,2,2,50,1,0,10,0,3,0,11,0,2,4,8,0,"(47.0, 51.0]",Afternoon,5
172,24/10/2015,2015-10-24 14:07:01,14:07:01,malay,1,1,31,1,0,8,0,2,1,11,0,1,4,10,0,"(27.999, 33.0]",Afternoon,5
173,24/10/2015,2015-10-24 14:28:38,14:28:38,indian,0,3,54,1,1,10,0,9,1,0,0,1,5,10,0,"(51.0, 55.0]",Afternoon,5
174,24/10/2015,2015-10-24 14:39:02,14:39:02,foreigner,1,2,47,1,0,1,0,1,1,0,2,1,6,7,0,"(42.0, 47.0]",Afternoon,5
175,24/10/2015,2015-10-24 14:51:31,14:51:31,chinese,1,3,39,1,0,0,0,8,2,0,1,2,3,9,1,"(38.0, 42.0]",Afternoon,5
176,24/10/2015,2015-10-24 14:55:41,14:55:41,indian,0,2,50,1,0,0,0,10,1,0,0,1,4,8,0,"(47.0, 51.0]",Afternoon,5
177,24/10/2015,2015-10-24 15:01:59,15:01:59,indian,1,0,34,1,0,9,1,5,0,0,0,0,4,7,1,"(33.0, 38.0]",Afternoon,5
178,24/10/2015,2015-10-24 15:20:20,15:20:20,malay,0,2,47,1,0,1,0,1,2,3,0,0,6,8,0,"(42.0, 47.0]",Afternoon,5
179,24/10/2015,2015-10-24 15:30:07,15:30:07,malay,1,0,40,1,0,1,0,0,1,2,0,1,5,10,0,"(38.0, 42.0]",Afternoon,5
180,24/10/2015,2015-10-24 15:30:07,15:30:07,chinese,0,2,51,1,0,8,3,10,1,0,0,1,3,8,0,"(47.0, 51.0]",Afternoon,5
181,24/10/2015,2015-10-24 15:30:07,15:30:07,chinese,1,1,37,1,0,10,0,0,1,10,0,1,4,7,1,"(33.0, 38.0]",Afternoon,5
182,24/10/2015,2015-10-24 17:07:48,17:07:48,malay,0,3,40,1,0,8,1,8,0,2,0,1,5,10,0,"(38.0, 42.0]",Evening,5
183,24/10/2015,2015-10-24 17:07:48,17:07:48,malay,0,2,54,4,0,8,0,10,1,0,0,1,5,7,0,"(51.0, 55.0]",Evening,5
184,24/10/2015,2015-10-24 17:32:53,17:32:53,indian,0,1,35,1,0,0,0,4,1,2,1,1,6,10,0,"(33.0, 38.0]",Evening,5
185,24/10/2015,2015-10-24 18:56:36,18:56:36,indian,0,1,49,1,0,1,3,10,1,2,0,1,3,7,0,"(47.0, 51.0]",Evening,5
186,24/10/2015,2015-10-24 19:02:34,19:02:34,indian,0,2,39,1,0,0,0,10,0,0,0,0,5,10,1,"(38.0, 42.0]",Evening,5
187,24/10/2015,2015-10-24 19:39:23,19:39:23,malay,1,2,41,1,0,1,0,8,1,0,0,1,3,7,1,"(38.0, 42.0]",Evening,5
188,24/10/2015,2015-10-24 19:39:23,19:39:23,chinese,0,1,40,1,0,0,3,0,1,11,0,1,4,10,0,"(38.0, 42.0]",Evening,5
189,24/10/2015,2015-10-24 20:03:39,20:03:39,malay,1,2,41,1,0,1,0,0,1,2,0,0,4,9,0,"(38.0, 42.0]",Evening,5
190,24/10/2015,2015-10-24 20:07:19,20:07:19,chinese,0,2,51,3,0,1,0,0,1,11,0,1,4,8,0,"(47.0, 51.0]",Evening,5
191,24/10/2015,2015-10-24 20:59:01,20:59:01,malay,0,0,29,1,0,6,0,4,0,1,0,1,3,8,1,"(27.999, 33.0]",Evening,5
192,24/10/2015,2015-10-24 20:59:01,20:59:01,malay,0,0,45,1,0,0,3,1,1,0,0,1,5,7,0,"(42.0, 47.0]",Evening,5
193,24/10/2015,2015-10-24 20:59:01,20:59:01,malay,0,0,54,1,0,10,0,1,1,3,0,1,3,7,1,"(51.0, 55.0]",Evening,5
194,24/10/2015,2015-10-24 21:06:04,21:06:04,indian,1,2,45,1,0,10,0,8,1,4,0,1,6,9,0,"(42.0, 47.0]",Night,5
195,24/10/2015,2015-10-24 21:12:32,21:12:32,malay,0,0,39,1,0,4,3,8,0,5,0,1,6,9,0,"(38.0, 42.0]",Night,5
196,24/10/2015,2015-10-24 21:12:32,21:12:32,malay,0,2,53,1,2,0,0,4,1,3,0,1,5,8,1,"(51.0, 55.0]",Night,5
197,24/10/2015,2015-10-24 21:45:54,21:45:54,malay,0,2,37,1,0,1,0,8,0,5,0,1,4,8,0,"(33.0, 38.0]",Night,5
198,24/10/2015,2015-10-24 21:45:54,21:45:54,malay,1,0,50,1,0,1,0,0,2,0,0,1,3,7,1,"(47.0, 51.0]",Night,5
199,24/10/2015,2015-10-24 23:32:46,23:32:46,chinese,0,2,34,1,0,6,1,10,1,1,0,1,6,8,0,"(33.0, 38.0]",Night,5
200,24/10/2015,2015-10-24 23:40:46,23:40:46,indian,1,2,46,1,0,1,3,1,1,3,1,2,4,10,0,"(42.0, 47.0]",Night,5
201,24/10/2015,2015-10-24 23:47:35,23:47:35,chinese,1,2,33,1,2,0,0,9,1,2,1,1,3,8,0,"(27.999, 33.0]",Night,5
202,25/10/2015,2015-10-25 00:08:09,0:08:09,malay,1,0,42,1,0,0,0,8,1,0,0,0,4,7,0,"(38.0, 42.0]",Late Night,6
203,25/10/2015,2015-10-25 00:11:08,0:11:08,malay,1,0,50,1,0,4,3,4,1,9,1,1,6,10,1,"(47.0, 51.0]",Late Night,6
204,25/10/2015,2015-10-25 01:29:47,1:29:47,chinese,0,0,54,1,0,2,0,0,2,0,0,1,3,7,0,"(51.0, 55.0]",Late Night,6
205,25/10/2015,2015-10-25 08:15:00,8:15:00,chinese,1,2,38,1,0,8,0,10,1,2,0,1,4,10,1,"(33.0, 38.0]",Early Morning,6
206,25/10/2015,2015-10-25 08:15:00,8:15:00,chinese,0,2,30,1,0,1,0,6,1,7,1,1,3,10,1,"(27.999, 33.0]",Early Morning,6
207,25/10/2015,2015-10-25 08:17:23,8:17:23,malay,1,0,54,1,1,8,0,5,1,2,0,1,4,8,1,"(51.0, 55.0]",Early Morning,6
208,26/10/2015,2015-10-26 08:40:01,8:40:01,malay,0,1,47,1,0,7,0,1,0,0,0,1,6,10,1,"(42.0, 47.0]",Early Morning,0
209,26/10/2015,2015-10-26 08:40:01,8:40:01,malay,1,2,29,1,1,8,3,5,1,11,0,1,6,9,1,"(27.999, 33.0]",Early Morning,0
210,26/10/2015,2015-10-26 08:40:01,8:40:01,malay,0,0,46,1,0,10,0,7,0,7,0,1,5,8,0,"(42.0, 47.0]",Early Morning,0
211,26/10/2015,2015-10-26 08:40:01,8:40:01,malay,1,1,41,0,0,3,0,0,1,5,0,1,3,9,0,"(38.0, 42.0]",Early Morning,0
212,26/10/2015,2015-10-26 09:15:05,9:15:05,indian,1,1,41,1,0,10,0,0,1,1,0,1,6,7,0,"(38.0, 42.0]",Morning,0
213,29/10/2015,2015-10-29 21:19:48,21:19:48,chinese,0,1,42,1,1,0,0,7,1,8,0,1,6,8,0,"(38.0, 42.0]",Night,3
214,29/10/2015,2015-10-29 21:28:23,21:28:23,chinese,0,0,32,1,0,0,0,8,1,3,1,1,5,10,0,"(27.999, 33.0]",Night,3
215,29/10/2015,2015-10-29 21:28:23,21:28:23,malay,1,0,35,1,1,2,0,4,0,2,1,1,3,8,0,"(33.0, 38.0]",Night,3
216,29/10/2015,2015-10-29 21:30:29,21:30:29,foreigner,0,0,45,1,0,7,0,8,1,0,0,1,6,10,0,"(42.0, 47.0]",Night,3
217,29/10/2015,2015-10-29 21:49:52,21:49:52,indian,1,0,35,4,0,0,1,6,1,5,0,1,6,9,0,"(33.0, 38.0]",Night,3
218,29/10/2015,2015-10-29 21:59:25,21:59:25,malay,0,0,47,1,0,4,0,0,0,11,0,1,4,10,0,"(42.0, 47.0]",Night,3
219,29/10/2015,2015-10-29 21:59:25,21:59:25,chinese,1,0,34,1,0,0,0,2,1,5,1,1,6,8,0,"(33.0, 38.0]",Night,3
220,29/10/2015,2015-10-29 21:59:25,21:59:25,malay,0,1,44,1,0,10,0,0,0,0,0,1,6,7,0,"(42.0, 47.0]",Night,3
221,29/10/2015,2015-10-29 22:38:51,22:38:51,indian,1,0,38,1,0,8,0,1,1,11,0,1,6,10,0,"(33.0, 38.0]",Night,3
222,30/10/2015,2015-10-30 18:53:06,18:53:06,malay,1,2,49,1,0,3,1,4,0,0,0,1,5,8,0,"(47.0, 51.0]",Evening,4
223,01/11/2015,2015-11-01 06:44:39,6:44:39,malay,0,0,47,1,0,8,0,0,1,1,0,1,4,10,0,"(42.0, 47.0]",Early Morning,6
224,01/11/2015,2015-11-01 07:15:46,7:15:46,malay,0,2,48,1,0,1,0,6,0,4,0,1,6,10,1,"(47.0, 51.0]",Early Morning,6
225,01/11/2015,2015-11-01 07:49:27,7:49:27,indian,1,2,52,1,0,11,0,8,1,8,1,1,4,8,0,"(51.0, 55.0]",Early Morning,6
226,01/11/2015,2015-11-01 08:07:53,8:07:53,malay,1,0,29,4,0,0,0,5,1,2,0,1,6,9,0,"(27.999, 33.0]",Early Morning,6
227,02/11/2015,2015-11-02 13:32:51,13:32:51,foreigner,1,2,44,1,0,10,1,5,0,0,0,1,3,9,0,"(42.0, 47.0]",Afternoon,0
228,02/11/2015,2015-11-02 13:54:53,13:54:53,indian,1,1,50,1,1,0,0,0,1,0,0,1,6,10,0,"(47.0, 51.0]",Afternoon,0
229,02/11/2015,2015-11-02 14:29:06,14:29:06,malay,0,0,34,1,0,8,0,10,1,0,0,1,3,7,0,"(33.0, 38.0]",Afternoon,0
230,02/11/2015,2015-11-02 14:40:43,14:40:43,malay,0,2,53,1,0,10,1,0,0,0,0,1,6,7,0,"(51.0, 55.0]",Afternoon,0
231,02/11/2015,2015-11-02 14:50:13,14:50:13,malay,1,0,47,1,1,10,0,10,1,11,0,1,6,8,0,"(42.0, 47.0]",Afternoon,0
232,02/11/2015,2015-11-02 14:50:13,14:50:13,malay,1,1,53,1,0,5,0,0,1,5,0,1,3,7,0,"(51.0, 55.0]",Afternoon,0
233,02/11/2015,2015-11-02 15:15:59,15:15:59,indian,0,2,36,1,0,8,0,1,0,0,0,1,4,8,0,"(33.0, 38.0]",Afternoon,0
234,02/11/2015,2015-11-02 15:20:26,15:20:26,indian,1,2,43,1,0,1,0,0,1,5,0,1,3,7,0,"(42.0, 47.0]",Afternoon,0
235,02/11/2015,2015-11-02 17:19:17,17:19:17,malay,0,0,44,1,0,8,2,10,0,11,0,1,6,9,1,"(42.0, 47.0]",Evening,0
236,02/11/2015,2015-11-02 17:23:07,17:23:07,malay,0,0,50,1,0,8,2,8,0,9,0,1,5,9,1,"(47.0, 51.0]",Evening,0
237,02/11/2015,2015-11-02 17:23:07,17:23:07,malay,0,0,55,1,0,8,2,7,0,8,0,1,3,7,0,"(51.0, 55.0]",Evening,0
238,02/11/2015,2015-11-02 17:43:38,17:43:38,malay,0,2,29,1,0,6,2,7,0,8,0,1,5,10,1,"(27.999, 33.0]",Evening,0
239,02/11/2015,2015-11-02 17:47:23,17:47:23,indian,0,2,28,1,0,0,0,0,1,0,0,0,4,8,0,"(27.999, 33.0]",Evening,0
240,02/11/2015,2015-11-02 18:06:43,18:06:43,malay,1,0,35,1,0,1,0,0,1,5,0,1,5,9,0,"(33.0, 38.0]",Evening,0
241,02/11/2015,2015-11-02 18:18:21,18:18:21,foreigner,1,1,46,1,0,2,0,3,0,2,0,1,6,7,0,"(42.0, 47.0]",Evening,0
242,02/11/2015,2015-11-02 18:39:35,18:39:35,indian,1,2,50,1,0,8,0,5,1,0,0,1,5,7,0,"(47.0, 51.0]",Evening,0
243,02/11/2015,2015-11-02 18:39:35,18:39:35,malay,0,2,33,1,1,6,2,7,0,8,0,1,3,10,0,"(27.999, 33.0]",Evening,0
244,02/11/2015,2015-11-02 19:00:24,19:00:24,malay,0,1,34,1,0,0,0,1,0,0,0,1,6,7,0,"(33.0, 38.0]",Evening,0
245,02/11/2015,2015-11-02 19:02:13,19:02:13,malay,1,0,40,1,0,1,0,0,1,5,0,1,5,9,0,"(38.0, 42.0]",Evening,0
246,02/11/2015,2015-11-02 19:00:14,19:00:14,malay,0,0,33,1,0,1,0,4,0,5,0,1,3,7,0,"(27.999, 33.0]",Evening,0
247,02/11/2015,2015-11-02 19:14:08,19:14:08,indian,0,1,52,1,0,8,0,5,1,0,1,1,5,8,0,"(51.0, 55.0]",Evening,0
248,02/11/2015,2015-11-02 19:14:08,19:14:08,chinese,1,0,54,1,0,1,0,0,1,11,1,1,3,7,0,"(51.0, 55.0]",Evening,0
249,02/11/2015,2015-11-02 19:35:06,19:35:06,malay,0,1,38,1,0,1,0,10,1,9,1,1,3,10,0,"(33.0, 38.0]",Evening,0
250,02/11/2015,2015-11-02 19:36:41,19:36:41,foreigner,1,2,43,1,1,2,0,4,1,3,1,1,5,10,0,"(42.0, 47.0]",Evening,0
251,02/11/2015,2015-11-02 19:49:45,19:49:45,foreigner,1,2,45,1,0,3,0,3,1,2,0,1,3,8,0,"(42.0, 47.0]",Evening,0
252,02/11/2015,2015-11-02 20:11:16,20:11:16,malay,1,0,52,1,0,1,2,2,0,3,0,1,6,9,1,"(51.0, 55.0]",Evening,0
253,02/11/2015,2015-11-02 20:11:16,20:11:16,malay,0,0,37,1,0,4,0,3,1,0,0,1,3,9,0,"(33.0, 38.0]",Evening,0
254,02/11/2015,2015-11-02 20:43:51,20:43:51,malay,1,0,41,1,0,10,0,0,1,4,0,1,5,10,0,"(38.0, 42.0]",Evening,0
255,02/11/2015,2015-11-02 21:21:52,21:21:52,malay,1,0,45,1,0,0,0,10,1,1,0,1,5,10,1,"(42.0, 47.0]",Night,0
256,02/11/2015,2015-11-02 21:31:46,21:31:46,malay,0,2,53,1,0,3,1,10,0,0,0,1,5,10,0,"(51.0, 55.0]",Night,0
257,02/11/2015,2015-11-02 21:36:02,21:36:02,malay,1,2,39,1,0,0,0,10,1,0,0,0,4,8,1,"(38.0, 42.0]",Night,0
258,02/11/2015,2015-11-02 22:08:41,22:08:41,indian,1,1,32,1,0,10,0,2,1,5,0,1,6,10,0,"(27.999, 33.0]",Night,0
259,02/11/2015,2015-11-02 22:10:28,22:10:28,malay,0,2,50,1,0,6,0,7,0,8,0,1,3,8,1,"(47.0, 51.0]",Night,0
260,02/11/2015,2015-11-02 23:09:00,23:09:00,indian,0,2,33,1,0,10,0,0,1,0,0,1,5,9,0,"(27.999, 33.0]",Night,0
261,02/11/2015,2015-11-02 23:12:22,23:12:22,indian,0,0,46,1,0,10,1,7,0,0,0,1,6,7,0,"(42.0, 47.0]",Night,0
262,02/11/2015,2015-11-02 23:14:25,23:14:25,indian,0,0,30,1,0,10,2,3,1,0,0,0,3,8,0,"(27.999, 33.0]",Night,0
263,03/11/2015,2015-11-03 00:26:16,0:26:16,chinese,1,2,55,1,0,10,0,1,1,11,1,1,5,10,0,"(51.0, 55.0]",Late Night,1
264,03/11/2015,2015-11-03 00:34:09,0:34:09,indian,1,2,30,1,0,10,0,0,1,0,0,1,5,8,0,"(27.999, 33.0]",Late Night,1
265,03/11/2015,2015-11-03 00:54:05,0:54:05,chinese,1,0,34,1,0,10,0,11,1,3,0,1,5,7,1,"(33.0, 38.0]",Late Night,1
266,03/11/2015,2015-11-03 01:14:32,1:14:32,indian,0,0,39,1,0,1,1,0,0,0,0,1,3,10,0,"(38.0, 42.0]",Late Night,1
267,03/11/2015,2015-11-03 08:09:27,8:09:27,chinese,0,0,41,1,0,2,0,5,1,0,0,1,4,10,0,"(38.0, 42.0]",Early Morning,1
268,03/11/2015,2015-11-03 08:51:31,8:51:31,chinese,1,0,39,1,0,1,0,4,1,2,1,1,4,7,1,"(38.0, 42.0]",Early Morning,1
269,03/11/2015,2015-11-03 09:20:56,9:20:56,indian,1,1,35,1,0,8,0,2,1,1,1,1,3,7,0,"(33.0, 38.0]",Morning,1
270,03/11/2015,2015-11-03 10:39:34,10:39:34,malay,0,2,34,1,0,1,1,5,0,1,0,1,4,7,0,"(33.0, 38.0]",Morning,1
271,03/11/2015,2015-11-03 14:27:01,14:27:01,chinese,1,1,55,1,0,0,0,2,1,0,1,1,3,7,0,"(51.0, 55.0]",Afternoon,1
272,03/11/2015,2015-11-03 15:22:19,15:22:19,indian,1,1,47,1,0,10,0,8,1,5,1,1,3,10,0,"(42.0, 47.0]",Afternoon,1
273,03/11/2015,2015-11-03 17:15:38,17:15:38,chinese,1,2,45,1,0,8,0,8,1,2,1,1,4,8,0,"(42.0, 47.0]",Evening,1
274,03/11/2015,2015-11-03 17:51:32,17:51:32,malay,0,0,31,1,0,1,2,1,0,1,0,1,4,8,0,"(27.999, 33.0]",Evening,1
275,03/11/2015,2015-11-03 18:47:12,18:47:12,chinese,0,2,41,1,0,5,0,4,0,0,0,1,3,8,0,"(38.0, 42.0]",Evening,1
276,03/11/2015,2015-11-03 19:16:59,19:16:59,foreigner,1,2,42,1,0,10,0,10,1,7,1,1,6,9,0,"(38.0, 42.0]",Evening,1
277,03/11/2015,2015-11-03 19:37:38,19:37:38,foreigner,0,0,36,1,0,4,0,11,1,0,0,1,5,7,0,"(33.0, 38.0]",Evening,1
278,03/11/2015,2015-11-03 19:37:38,19:37:38,foreigner,0,0,54,1,0,10,0,3,0,11,0,0,5,8,0,"(51.0, 55.0]",Evening,1
279,03/11/2015,2015-11-03 19:40:43,19:40:43,chinese,0,2,44,1,0,1,0,3,1,0,0,1,6,10,0,"(42.0, 47.0]",Evening,1
280,03/11/2015,2015-11-03 19:40:43,19:40:43,malay,0,0,47,1,0,10,0,8,1,3,0,1,5,10,0,"(42.0, 47.0]",Evening,1
281,03/11/2015,2015-11-03 19:40:43,19:40:43,malay,0,1,47,1,0,0,0,8,1,0,0,1,3,9,0,"(42.0, 47.0]",Evening,1
282,03/11/2015,2015-11-03 20:20:31,20:20:31,malay,1,0,29,1,0,8,0,7,1,11,1,1,4,8,0,"(27.999, 33.0]",Evening,1
283,03/11/2015,2015-11-03 20:22:04,20:22:04,malay,0,0,41,1,0,0,0,3,1,0,0,1,6,9,0,"(38.0, 42.0]",Evening,1
284,03/11/2015,2015-11-03 20:44:37,20:44:37,malay,0,2,50,1,0,4,0,3,1,5,1,1,6,10,0,"(47.0, 51.0]",Evening,1
285,03/11/2015,2015-11-03 21:13:30,21:13:30,malay,0,0,54,1,0,1,0,0,1,0,0,0,3,9,0,"(51.0, 55.0]",Night,1
286,03/11/2015,2015-11-03 21:15:51,21:15:51,malay,0,0,48,1,0,0,0,0,0,7,1,1,4,8,0,"(47.0, 51.0]",Night,1
287,03/11/2015,2015-11-03 21:15:51,21:15:51,chinese,0,2,41,1,0,10,0,11,1,0,1,0,3,7,0,"(38.0, 42.0]",Night,1
288,03/11/2015,2015-11-03 21:26:53,21:26:53,malay,1,0,29,1,0,0,0,11,1,5,0,1,5,7,0,"(27.999, 33.0]",Night,1
289,03/11/2015,2015-11-03 21:30:09,21:30:09,malay,1,2,34,1,0,8,0,0,1,5,0,1,4,7,1,"(33.0, 38.0]",Night,1
290,03/11/2015,2015-11-03 21:32:52,21:32:52,malay,1,0,29,4,0,10,0,11,1,5,0,1,5,9,0,"(27.999, 33.0]",Night,1
291,03/11/2015,2015-11-03 21:56:30,21:56:30,indian,1,1,33,1,0,8,0,3,1,0,0,1,3,10,0,"(27.999, 33.0]",Night,1
292,03/11/2015,2015-11-03 21:58:24,21:58:24,malay,0,0,43,2,0,1,0,0,1,5,0,1,5,9,1,"(42.0, 47.0]",Night,1
293,03/11/2015,2015-11-03 22:32:11,22:32:11,malay,1,2,32,1,0,8,0,11,1,5,0,1,5,8,0,"(27.999, 33.0]",Night,1
294,03/11/2015,2015-11-03 22:33:00,22:33:00,malay,1,1,29,1,0,1,1,10,1,5,0,1,6,8,0,"(27.999, 33.0]",Night,1
295,03/11/2015,2015-11-03 22:33:00,22:33:00,malay,0,2,48,2,0,8,0,8,1,0,0,1,3,10,1,"(47.0, 51.0]",Night,1
296,03/11/2015,2015-11-03 22:42:30,22:42:30,chinese,1,1,54,4,0,0,0,4,1,9,0,1,4,8,0,"(51.0, 55.0]",Night,1
297,03/11/2015,2015-11-03 22:42:30,22:42:30,malay,1,1,42,1,0,0,0,4,0,4,0,1,3,7,0,"(38.0, 42.0]",Night,1
298,03/11/2015,2015-11-03 23:30:29,23:30:29,malay,0,0,35,1,0,3,0,8,1,5,0,1,5,7,0,"(33.0, 38.0]",Night,1
299,03/11/2015,2015-11-03 23:30:29,23:30:29,malay,0,1,40,1,0,10,0,8,1,0,0,1,3,8,0,"(38.0, 42.0]",Night,1
300,03/11/2015,2015-11-03 23:39:34,23:39:34,malay,1,1,37,1,0,8,0,2,1,11,0,0,3,7,0,"(33.0, 38.0]",Night,1
301,03/11/2015,2015-11-03 23:54:41,23:54:41,chinese,1,2,31,1,0,0,0,10,1,5,0,1,4,8,0,"(27.999, 33.0]",Night,1
302,03/11/2015,2015-11-03 23:54:41,23:54:41,malay,0,2,55,1,0,8,0,10,1,0,1,1,6,9,0,"(51.0, 55.0]",Night,1
303,03/11/2015,2015-11-03 23:54:41,23:54:41,chinese,1,2,40,1,0,10,0,10,1,11,1,1,5,7,0,"(38.0, 42.0]",Night,1
304,04/11/2015,2015-11-04 01:21:42,1:21:42,indian,1,2,37,1,0,10,0,0,1,2,0,0,6,9,0,"(33.0, 38.0]",Late Night,2
305,04/11/2015,2015-11-04 01:35:20,1:35:20,foreigner,1,2,30,1,0,10,0,4,1,0,1,1,4,8,0,"(27.999, 33.0]",Late Night,2
306,04/11/2015,2015-11-04 01:56:39,1:56:39,indian,1,1,45,1,1,10,0,0,1,2,0,1,6,10,0,"(42.0, 47.0]",Late Night,2
307,04/11/2015,2015-11-04 02:39:24,2:39:24,foreigner,0,0,28,1,0,3,0,4,1,2,0,1,6,8,0,"(27.999, 33.0]",Late Night,2
308,04/11/2015,2015-11-04 02:39:24,2:39:24,foreigner,0,1,44,1,0,8,0,6,1,5,0,1,4,9,0,"(42.0, 47.0]",Late Night,2
309,04/11/2015,2015-11-04 03:59:41,3:59:41,indian,1,1,33,1,0,7,0,10,1,0,0,1,5,10,1,"(27.999, 33.0]",Late Night,2
310,04/11/2015,2015-11-04 05:40:28,5:40:28,malay,1,1,32,1,0,8,0,10,1,5,1,0,5,9,0,"(27.999, 33.0]",Early Morning,2
311,04/11/2015,2015-11-04 07:25:24,7:25:24,malay,1,2,37,1,1,10,0,10,1,0,0,1,4,9,0,"(33.0, 38.0]",Early Morning,2
312,04/11/2015,2015-11-04 07:51:40,7:51:40,malay,1,1,39,1,0,1,0,0,1,0,0,1,6,9,0,"(38.0, 42.0]",Early Morning,2
313,04/11/2015,2015-11-04 08:47:54,8:47:54,indian,1,1,35,1,0,1,1,10,1,3,0,1,6,9,0,"(33.0, 38.0]",Early Morning,2
314,04/11/2015,2015-11-04 09:12:22,9:12:22,indian,0,0,36,1,0,1,2,8,1,11,0,1,6,10,0,"(33.0, 38.0]",Morning,2
315,04/11/2015,2015-11-04 09:51:50,9:51:50,malay,0,2,40,2,0,1,2,6,0,7,0,1,5,9,0,"(38.0, 42.0]",Morning,2
316,04/11/2015,2015-11-04 10:00:57,10:00:57,malay,0,2,48,1,0,0,0,10,1,2,0,1,6,8,0,"(47.0, 51.0]",Morning,2
317,04/11/2015,2015-11-04 10:00:57,10:00:57,chinese,0,2,51,1,0,1,0,10,1,3,1,1,4,9,0,"(47.0, 51.0]",Morning,2
318,04/11/2015,2015-11-04 10:01:50,10:01:50,malay,1,2,28,2,0,10,0,10,1,0,1,1,3,7,1,"(27.999, 33.0]",Morning,2
319,04/11/2015,2015-11-04 10:29:45,10:29:45,malay,1,2,44,1,0,0,1,10,1,0,0,1,3,10,0,"(42.0, 47.0]",Morning,2
320,04/11/2015,2015-11-04 11:41:09,11:41:09,indian,0,2,34,1,0,8,0,3,1,0,0,0,6,8,0,"(33.0, 38.0]",Morning,2
321,04/11/2015,2015-11-04 11:58:34,11:58:34,indian,1,1,49,1,0,10,0,10,1,2,0,0,6,9,0,"(47.0, 51.0]",Morning,2
322,04/11/2015,2015-11-04 12:06:55,12:06:55,indian,1,1,48,1,0,10,1,8,1,0,0,1,4,7,0,"(47.0, 51.0]",Morning,2
323,04/11/2015,2015-11-04 12:07:35,12:07:35,indian,1,1,53,1,0,10,0,10,1,0,0,1,4,9,0,"(51.0, 55.0]",Morning,2
