No,DATE,DATETIME,TIME,RACE,GENDER,BODY_SIZE,AGE_RANGE,KIDS_CATEGORY,BASKET_SIZE,BASKET_COLOUR,ATTIRE,SHIRT_COLOUR,SHIRT_TYPE,PANTS_COLOUR,PANTS_TYPE,WASH_ITEM,WASHER_NO,DRYER_NO,SPECTACLES,AGE_GROUP,PART_OF_DAY,DAY_OF_WEEK
324,05/11/2015,2015-11-05 15:26:15,15:26:15,indian,1,1,46,1,0,1,0,3,1,2,0,1,4,7,0,"(42.0, 47.0]",Afternoon,3
325,05/11/2015,2015-11-05 15:38:39,15:38:39,indian,1,0,47,1,0,1,0,7,1,5,0,1,5,9,0,"(42.0, 47.0]",Afternoon,3
326,05/11/2015,2015-11-05 15:47:02,15:47:02,malay,1,1,55,1,0,2,0,8,1,4,1,1,6,7,1,"(51.0, 55.0]",Afternoon,3
327,05/11/2015,2015-11-05 15:52:08,15:52:08,malay,0,2,37,1,0,10,0,0,0,1,0,1,5,10,0,"(33.0, 38.0]",Afternoon,3
328,15/11/2015,2015-11-15 06:29:49,6:29:49,chinese,1,2,37,1,0,1,0,0,1,3,0,1,4,7,0,"(33.0, 38.0]",Early Morning,6
329,15/11/2015,2015-11-15 07:09:32,7:09:32,indian,1,1,31,1,0,8,0,3,1,5,0,1,6,7,0,"(27.999, 33.0]",Early Morning,6
330,15/11/2015,2015-11-15 07:27:03,7:27:03,foreigner,0,1,42,1,1,1,2,8,0,9,0,1,6,9,0,"(38.0, 42.0]",Early Morning,6
331,15/11/2015,2015-11-15 07:29:00,7:29:00,foreigner,0,2,46,1,0,8,2,3,0,4,0,1,5,10,0,"(42.0, 47.0]",Early Morning,6
332,15/11/2015,2015-11-15 08:00:24,8:00:24,malay,1,0,50,4,0,10,2,10,0,11,0,1,3,7,0,"(47.0, 51.0]",Early Morning,6
333,15/11/2015,2015-11-15 08:08:58,8:08:58,chinese,1,0,51,4,0,10,0,8,1,5,0,0,4,9,1,"(47.0, 51.0]",Early Morning,6
334,15/11/2015,2015-11-15 08:23:09,8:23:09,indian,1,2,30,1,0,10,0,10,1,5,1,1,5,7,0,"(27.999, 33.0]",Early Morning,6
335,15/11/2015,2015-11-15 08:23:09,8:23:09,malay,1,1,47,1,0,6,0,0,1,3,0,1,5,8,0,"(42.0, 47.0]",Early Morning,6
336,15/11/2015,2015-11-15 08:39:05,8:39:05,foreigner,1,1,33,1,0,10,0,1,1,5,0,1,6,7,0,"(27.999, 33.0]",Early Morning,6
337,15/11/2015,2015-11-15 09:04:26,9:04:26,malay,0,1,29,0,0,6,0,0,1,2,0,1,4,8,0,"(27.999, 33.0]",Morning,6
338,15/11/2015,2015-11-15 09:22:56,9:22:56,indian,0,2,54,1,0,10,0,0,1,2,1,1,3,8,0,"(51.0, 55.0]",Morning,6
339,15/11/2015,2015-11-15 09:23:33,9:23:33,indian,1,1,35,1,0,3,0,10,1,0,1,1,3,8,0,"(33.0, 38.0]",Morning,6
340,15/11/2015,2015-11-15 09:38:17,9:38:17,malay,0,1,45,2,0,2,0,0,1,2,0,1,5,9,0,"(42.0, 47.0]",Morning,6
341,15/11/2015,2015-11-15 09:58:59,9:58:59,chinese,1,2,53,1,0,10,0,10,1,0,0,1,4,10,0,"(51.0, 55.0]",Morning,6
342,15/11/2015,2015-11-15 09:58:59,9:58:59,malay,0,2,48,1,0,0,0,8,1,0,0,1,3,7,0,"(47.0, 51.0]",Morning,6
343,15/11/2015,2015-11-15 10:26:01,10:26:01,indian,0,2,36,1,0,0,1,8,0,0,0,0,3,7,0,"(33.0, 38.0]",Morning,6
344,15/11/2015,2015-11-15 10:49:03,10:49:03,chinese,1,1,45,1,0,8,0,4,1,0,1,1,4,9,0,"(42.0, 47.0]",Morning,6
345,15/11/2015,2015-11-15 10:53:52,10:53:52,chinese,1,0,41,1,0,3,0,4,1,3,1,1,5,9,1,"(38.0, 42.0]",Morning,6
346,15/11/2015,2015-11-15 10:58:57,10:58:57,malay,0,2,54,2,0,10,0,0,0,0,0,1,6,8,0,"(51.0, 55.0]",Morning,6
347,15/11/2015,2015-11-15 10:58:57,10:58:57,indian,1,2,35,1,0,3,0,4,1,5,0,0,3,8,1,"(33.0, 38.0]",Morning,6
348,15/11/2015,2015-11-15 11:25:15,11:25:15,indian,0,1,46,4,0,8,0,10,1,8,1,1,3,8,0,"(42.0, 47.0]",Morning,6
349,15/11/2015,2015-11-15 11:28:47,11:28:47,indian,0,2,53,0,0,8,0,10,1,0,0,1,4,8,0,"(51.0, 55.0]",Morning,6
350,15/11/2015,2015-11-15 11:32:19,11:32:19,malay,0,0,38,1,0,8,0,10,1,0,0,1,6,10,0,"(33.0, 38.0]",Morning,6
351,15/11/2015,2015-11-15 11:59:28,11:59:28,indian,1,1,39,1,0,1,0,6,1,11,1,1,5,10,1,"(38.0, 42.0]",Morning,6
352,15/11/2015,2015-11-15 12:00:15,12:00:15,malay,0,0,32,2,0,8,2,10,0,0,0,1,3,10,0,"(27.999, 33.0]",Morning,6
353,15/11/2015,2015-11-15 12:19:53,12:19:53,chinese,1,1,37,1,0,10,0,0,1,2,0,1,6,9,0,"(33.0, 38.0]",Morning,6
354,15/11/2015,2015-11-15 12:19:53,12:19:53,indian,1,1,53,1,0,5,0,10,1,5,1,0,5,8,0,"(51.0, 55.0]",Morning,6
355,15/11/2015,2015-11-15 12:19:53,12:19:53,chinese,1,2,53,1,0,11,0,0,1,3,0,1,5,7,0,"(51.0, 55.0]",Morning,6
356,15/11/2015,2015-11-15 12:52:04,12:52:04,chinese,1,2,48,2,0,11,0,0,1,0,0,1,5,9,0,"(47.0, 51.0]",Morning,6
357,15/11/2015,2015-11-15 13:11:03,13:11:03,malay,1,0,50,4,0,10,0,2,1,2,0,0,4,7,0,"(47.0, 51.0]",Afternoon,6
358,15/11/2015,2015-11-15 13:37:39,13:37:39,indian,1,2,53,1,0,1,0,0,1,5,0,1,4,10,0,"(51.0, 55.0]",Afternoon,6
359,15/11/2015,2015-11-15 13:38:37,13:38:37,malay,0,0,49,1,0,11,0,7,0,4,0,1,3,10,0,"(47.0, 51.0]",Afternoon,6
360,15/11/2015,2015-11-15 13:56:02,13:56:02,indian,1,2,41,4,0,5,1,8,1,5,0,1,6,10,0,"(38.0, 42.0]",Afternoon,6
361,15/11/2015,2015-11-15 13:56:27,13:56:27,indian,1,1,30,1,0,10,0,7,1,2,0,0,5,8,1,"(27.999, 33.0]",Afternoon,6
362,15/11/2015,2015-11-15 14:20:40,14:20:40,chinese,0,2,54,0,0,10,0,8,1,0,0,0,6,8,0,"(51.0, 55.0]",Afternoon,6
363,15/11/2015,2015-11-15 14:37:49,14:37:49,malay,1,2,50,4,0,1,0,10,1,2,0,1,4,8,0,"(47.0, 51.0]",Afternoon,6
364,15/11/2015,2015-11-15 14:49:07,14:49:07,indian,0,2,35,1,0,1,0,1,1,1,1,0,6,10,0,"(33.0, 38.0]",Afternoon,6
365,15/11/2015,2015-11-15 14:49:07,14:49:07,indian,0,2,46,1,0,10,0,8,1,0,1,1,4,10,0,"(42.0, 47.0]",Afternoon,6
366,15/11/2015,2015-11-15 14:54:24,14:54:24,indian,1,2,51,1,0,1,0,0,0,3,0,1,3,7,0,"(47.0, 51.0]",Afternoon,6
367,15/11/2015,2015-11-15 14:57:02,14:57:02,chinese,0,1,30,1,0,1,0,10,1,5,0,0,3,7,0,"(27.999, 33.0]",Afternoon,6
368,23/11/2015,2015-11-23 16:05:10,16:05:10,malay,0,1,40,4,0,7,0,6,1,5,0,1,3,7,0,"(38.0, 42.0]",Afternoon,0
369,23/11/2015,2015-11-23 16:09:19,16:09:19,malay,0,0,42,4,0,3,0,10,1,11,0,1,3,8,0,"(38.0, 42.0]",Afternoon,0
370,23/11/2015,2015-11-23 16:35:09,16:35:09,malay,1,1,54,2,0,6,0,1,1,2,0,1,4,7,0,"(51.0, 55.0]",Afternoon,0
371,23/11/2015,2015-11-23 17:17:00,17:17:00,malay,0,0,54,4,0,8,0,2,0,2,0,1,6,10,0,"(51.0, 55.0]",Evening,0
372,23/11/2015,2015-11-23 17:34:57,17:34:57,indian,1,0,48,1,0,11,0,11,1,0,0,1,4,7,0,"(47.0, 51.0]",Evening,0
373,23/11/2015,2015-11-23 17:36:07,17:36:07,indian,1,1,46,1,0,6,0,1,1,2,0,0,3,8,0,"(42.0, 47.0]",Evening,0
374,23/11/2015,2015-11-23 17:48:01,17:48:01,chinese,1,0,45,1,0,3,0,0,1,2,0,1,5,10,0,"(42.0, 47.0]",Evening,0
375,23/11/2015,2015-11-23 17:48:01,17:48:01,malay,0,1,45,1,1,10,1,2,0,1,0,1,4,9,0,"(42.0, 47.0]",Evening,0
376,23/11/2015,2015-11-23 19:14:05,19:14:05,foreigner,0,2,49,1,0,0,2,0,0,0,0,1,4,8,0,"(47.0, 51.0]",Evening,0
377,23/11/2015,2015-11-23 19:14:05,19:14:05,foreigner,0,2,36,1,0,8,2,0,0,0,0,1,5,9,0,"(33.0, 38.0]",Evening,0
378,23/11/2015,2015-11-23 19:21:16,19:21:16,chinese,1,0,32,1,0,3,0,0,1,11,1,1,4,7,1,"(27.999, 33.0]",Evening,0
379,23/11/2015,2015-11-23 20:06:27,20:06:27,indian,1,1,30,1,0,3,0,0,1,3,1,1,6,7,0,"(27.999, 33.0]",Evening,0
380,23/11/2015,2015-11-23 20:09:49,20:09:49,indian,1,0,51,1,0,10,0,8,1,4,0,1,6,10,0,"(47.0, 51.0]",Evening,0
381,23/11/2015,2015-11-23 20:09:49,20:09:49,indian,1,2,33,1,0,0,0,1,1,5,1,1,4,10,0,"(27.999, 33.0]",Evening,0
382,23/11/2015,2015-11-23 20:09:49,20:09:49,malay,0,1,28,1,0,10,0,2,0,0,0,1,3,7,0,"(27.999, 33.0]",Evening,0
383,23/11/2015,2015-11-23 20:11:02,20:11:02,chinese,1,2,50,1,0,3,0,10,1,3,1,1,5,9,1,"(47.0, 51.0]",Evening,0
384,23/11/2015,2015-11-23 20:43:44,20:43:44,indian,1,0,53,1,0,8,0,10,1,0,0,1,4,10,0,"(51.0, 55.0]",Evening,0
385,23/11/2015,2015-11-23 20:47:06,20:47:06,foreigner,1,0,52,1,0,10,0,5,1,3,0,0,3,10,0,"(51.0, 55.0]",Evening,0
386,23/11/2015,2015-11-23 20:47:06,20:47:06,malay,0,2,33,1,0,8,2,7,0,8,0,1,4,8,1,"(27.999, 33.0]",Evening,0
387,23/11/2015,2015-11-23 20:47:06,20:47:06,malay,0,2,45,1,0,10,0,0,1,1,0,1,6,7,0,"(42.0, 47.0]",Evening,0
388,23/11/2015,2015-11-23 20:51:47,20:51:47,chinese,1,2,33,4,0,8,0,10,1,1,1,1,3,8,1,"(27.999, 33.0]",Evening,0
389,23/11/2015,2015-11-23 22:16:27,22:16:27,indian,1,1,47,1,0,8,0,10,1,0,0,0,4,8,0,"(42.0, 47.0]",Night,0
390,23/11/2015,2015-11-23 22:52:37,22:52:37,chinese,1,2,31,1,0,8,0,10,1,1,0,1,5,7,0,"(27.999, 33.0]",Night,0
391,23/11/2015,2015-11-23 22:56:54,22:56:54,indian,1,0,44,1,0,8,0,2,1,2,0,1,5,8,0,"(42.0, 47.0]",Night,0
392,23/11/2015,2015-11-23 22:56:54,22:56:54,foreigner,0,0,36,1,0,1,0,4,1,2,0,1,6,10,0,"(33.0, 38.0]",Night,0
393,23/11/2015,2015-11-23 23:05:54,23:05:54,indian,1,0,50,1,0,6,0,3,1,0,1,0,6,8,0,"(47.0, 51.0]",Night,0
394,23/11/2015,2015-11-23 23:22:38,23:22:38,indian,1,2,53,1,0,8,0,1,1,9,1,1,5,7,0,"(51.0, 55.0]",Night,0
395,23/11/2015,2015-11-23 23:22:38,23:22:38,indian,1,1,33,1,0,10,0,3,1,0,0,1,3,7,1,"(27.999, 33.0]",Night,0
396,23/11/2015,2015-11-23 23:29:33,23:29:33,chinese,1,0,45,1,0,8,0,2,1,1,0,1,3,9,0,"(42.0, 47.0]",Night,0
397,24/11/2015,2015-11-24 07:38:23,7:38:23,chinese,1,2,50,4,0,1,1,10,0,0,0,0,5,7,1,"(47.0, 51.0]",Early Morning,1
398,24/11/2015,2015-11-24 09:07:40,9:07:40,foreigner,0,0,36,1,0,6,0,1,1,0,0,1,4,8,0,"(33.0, 38.0]",Morning,1
399,24/11/2015,2015-11-24 10:49:42,10:49:42,indian,1,1,49,1,0,1,0,8,1,0,0,1,6,10,0,"(47.0, 51.0]",Morning,1
400,24/11/2015,2015-11-24 10:49:42,10:49:42,chinese,1,0,55,1,0,0,0,5,0,0,1,1,4,10,0,"(51.0, 55.0]",Morning,1
401,24/11/2015,2015-11-24 11:20:14,11:20:14,indian,1,0,44,1,0,10,0,1,1,0,0,0,4,8,0,"(42.0, 47.0]",Morning,1
402,24/11/2015,2015-11-24 11:26:29,11:26:29,indian,0,0,45,1,0,6,2,10,1,11,0,1,4,10,0,"(42.0, 47.0]",Morning,1
403,24/11/2015,2015-11-24 12:25:41,12:25:41,chinese,0,0,37,1,0,1,0,8,1,8,0,1,4,9,0,"(33.0, 38.0]",Morning,1
404,24/11/2015,2015-11-24 12:49:01,12:49:01,indian,1,0,55,1,0,1,0,0,1,2,1,0,5,10,0,"(51.0, 55.0]",Morning,1
405,24/11/2015,2015-11-24 14:40:25,14:40:25,indian,1,2,54,1,0,3,0,10,1,0,0,1,4,8,0,"(51.0, 55.0]",Afternoon,1
406,24/11/2015,2015-11-24 16:03:37,16:03:37,indian,1,1,30,1,0,10,1,10,1,0,0,1,4,9,1,"(27.999, 33.0]",Afternoon,1
407,24/11/2015,2015-11-24 16:45:13,16:45:13,foreigner,1,1,54,1,0,0,0,3,1,0,0,1,4,9,0,"(51.0, 55.0]",Afternoon,1
408,24/11/2015,2015-11-24 20:13:57,20:13:57,indian,1,2,40,1,0,8,0,4,1,0,0,1,5,8,0,"(38.0, 42.0]",Evening,1
409,24/11/2015,2015-11-24 20:13:57,20:13:57,indian,1,0,34,1,0,3,0,3,1,3,0,1,5,7,0,"(33.0, 38.0]",Evening,1
410,24/11/2015,2015-11-24 20:44:29,20:44:29,chinese,1,0,35,1,0,10,1,10,0,0,0,1,5,9,1,"(33.0, 38.0]",Evening,1
411,24/11/2015,2015-11-24 21:30:58,21:30:58,indian,1,1,52,1,0,1,0,0,1,0,0,1,3,10,1,"(51.0, 55.0]",Night,1
412,24/11/2015,2015-11-24 22:08:41,22:08:41,indian,1,1,39,0,0,3,0,5,1,0,0,1,6,9,0,"(38.0, 42.0]",Night,1
413,24/11/2015,2015-11-24 22:35:22,22:35:22,indian,0,1,43,1,0,3,0,8,1,9,1,1,5,9,0,"(42.0, 47.0]",Night,1
414,24/11/2015,2015-11-24 22:35:22,22:35:22,indian,0,1,44,1,0,1,1,3,1,0,0,1,4,8,0,"(42.0, 47.0]",Night,1
415,25/11/2015,2015-11-25 14:11:15,14:11:15,indian,0,2,40,1,0,1,0,0,1,0,0,0,3,7,0,"(38.0, 42.0]",Afternoon,2
416,25/11/2015,2015-11-25 14:11:15,14:11:15,chinese,1,0,52,1,0,10,0,2,1,11,1,1,4,7,0,"(51.0, 55.0]",Afternoon,2
417,25/11/2015,2015-11-25 15:27:34,15:27:34,indian,0,0,39,1,0,10,0,1,1,0,1,1,4,9,0,"(38.0, 42.0]",Afternoon,2
418,25/11/2015,2015-11-25 16:35:21,16:35:21,indian,0,2,53,1,0,10,0,0,1,3,1,1,6,10,0,"(51.0, 55.0]",Afternoon,2
419,25/11/2015,2015-11-25 16:35:21,16:35:21,indian,1,0,31,1,0,8,0,0,1,0,0,1,5,9,0,"(27.999, 33.0]",Afternoon,2
420,25/11/2015,2015-11-25 16:35:21,16:35:21,indian,1,1,32,1,0,8,0,10,1,11,1,1,4,8,0,"(27.999, 33.0]",Afternoon,2
421,25/11/2015,2015-11-25 17:08:33,17:08:33,foreigner,1,2,53,1,0,3,0,1,1,0,0,1,5,10,0,"(51.0, 55.0]",Evening,2
422,25/11/2015,2015-11-25 17:08:33,17:08:33,chinese,0,2,41,1,0,1,0,0,1,0,0,1,5,7,0,"(38.0, 42.0]",Evening,2
423,25/11/2015,2015-11-25 18:07:55,18:07:55,foreigner,0,2,41,1,0,8,0,8,1,6,0,1,4,8,0,"(38.0, 42.0]",Evening,2
424,25/11/2015,2015-11-25 21:25:02,21:25:02,chinese,1,2,36,1,0,1,0,10,1,1,1,1,6,10,0,"(33.0, 38.0]",Night,2
425,25/11/2015,2015-11-25 21:25:02,21:25:02,chinese,1,2,49,1,0,1,0,8,1,0,1,0,5,8,0,"(47.0, 51.0]",Night,2
426,25/11/2015,2015-11-25 21:58:23,21:58:23,indian,0,1,50,1,0,1,0,0,1,1,1,1,3,9,1,"(47.0, 51.0]",Night,2
427,25/11/2015,2015-11-25 21:58:23,21:58:23,indian,0,0,32,1,0,10,0,0,1,1,1,1,5,8,0,"(27.999, 33.0]",Night,2
428,25/11/2015,2015-11-25 21:59:20,21:59:20,chinese,0,1,53,1,0,10,0,10,1,9,1,1,6,10,0,"(51.0, 55.0]",Night,2
429,25/11/2015,2015-11-25 22:30:03,22:30:03,indian,1,0,40,1,0,1,0,0,1,0,0,1,6,10,0,"(38.0, 42.0]",Night,2
430,25/11/2015,2015-11-25 22:30:03,22:30:03,chinese,1,2,49,1,0,10,0,1,1,0,1,1,3,7,0,"(47.0, 51.0]",Night,2
431,25/11/2015,2015-11-25 22:33:38,22:33:38,foreigner,0,2,47,1,0,8,0,10,0,0,0,1,6,8,0,"(42.0, 47.0]",Night,2
432,25/11/2015,2015-11-25 22:33:38,22:33:38,chinese,0,1,37,4,0,10,0,3,1,7,1,1,5,7,0,"(33.0, 38.0]",Night,2
433,25/11/2015,2015-11-25 22:41:24,22:41:24,indian,0,0,49,4,0,0,0,0,1,2,0,1,5,7,0,"(47.0, 51.0]",Night,2
434,25/11/2015,2015-11-25 23:00:39,23:00:39,chinese,1,2,44,1,0,10,0,4,1,0,0,1,6,9,0,"(42.0, 47.0]",Night,2
435,26/11/2015,2015-11-26 01:15:45,1:15:45,foreigner,0,1,43,1,0,8,0,10,1,8,1,1,4,7,0,"(42.0, 47.0]",Late Night,3
436,26/11/2015,2015-11-26 01:15:45,1:15:45,foreigner,0,2,47,1,0,8,0,2,1,7,0,1,5,9,0,"(42.0, 47.0]",Late Night,3
437,26/11/2015,2015-11-26 01:41:18,1:41:18,indian,0,2,45,1,0,1,0,10,1,0,0,1,6,10,0,"(42.0, 47.0]",Late Night,3
438,26/11/2015,2015-11-26 03:53:40,3:53:40,chinese,1,2,51,1,0,3,0,5,1,0,0,1,4,9,0,"(47.0, 51.0]",Late Night,3
439,26/11/2015,2015-11-26 07:19:32,7:19:32,foreigner,1,1,48,1,1,10,0,10,1,4,0,1,5,10,0,"(47.0, 51.0]",Early Morning,3
440,26/11/2015,2015-11-26 09:05:04,9:05:04,indian,1,0,37,1,0,1,0,4,1,0,0,1,4,8,1,"(33.0, 38.0]",Morning,3
441,26/11/2015,2015-11-26 09:05:04,9:05:04,foreigner,1,1,33,1,0,10,0,10,1,3,0,1,6,8,0,"(27.999, 33.0]",Morning,3
442,26/11/2015,2015-11-26 10:37:00,10:37:00,indian,1,1,46,1,0,0,0,0,1,5,1,1,5,8,0,"(42.0, 47.0]",Morning,3
443,26/11/2015,2015-11-26 10:37:00,10:37:00,chinese,1,2,28,1,0,10,0,3,2,0,0,1,5,8,0,"(27.999, 33.0]",Morning,3
444,26/11/2015,2015-11-26 12:28:12,12:28:12,indian,1,1,40,4,0,3,0,10,1,0,0,1,6,7,0,"(38.0, 42.0]",Morning,3
445,26/11/2015,2015-11-26 16:46:45,16:46:45,indian,2,0,35,1,0,1,0,2,1,0,1,1,4,10,0,"(33.0, 38.0]",Afternoon,3
446,26/11/2015,2015-11-26 18:07:14,18:07:14,foreigner,1,1,36,1,0,11,0,0,1,11,1,1,5,7,0,"(33.0, 38.0]",Evening,3
447,26/11/2015,2015-11-26 19:08:56,19:08:56,indian,1,0,41,1,0,11,0,5,1,0,0,0,4,7,0,"(38.0, 42.0]",Evening,3
448,26/11/2015,2015-11-26 19:09:25,19:09:25,indian,0,1,34,1,0,1,0,11,1,0,0,1,3,7,0,"(33.0, 38.0]",Evening,3
449,26/11/2015,2015-11-26 19:30:30,19:30:30,chinese,1,0,29,1,2,1,0,4,1,3,1,1,3,7,0,"(27.999, 33.0]",Evening,3
450,26/11/2015,2015-11-26 22:37:33,22:37:33,chinese,1,2,43,1,0,9,0,1,2,9,1,1,5,10,0,"(42.0, 47.0]",Night,3
451,26/11/2015,2015-11-26 22:46:40,22:46:40,malay,0,0,32,1,0,1,0,0,0,0,0,1,3,7,0,"(27.999, 33.0]",Night,3
452,26/11/2015,2015-11-26 23:04:09,23:04:09,foreigner,1,1,44,1,0,7,0,4,1,0,0,1,6,10,0,"(42.0, 47.0]",Night,3
453,26/11/2015,2015-11-26 23:13:56,23:13:56,chinese,0,2,47,1,0,10,1,8,0,1,0,1,6,8,1,"(42.0, 47.0]",Night,3
454,26/11/2015,2015-11-26 23:21:09,23:21:09,indian,1,1,45,1,0,1,0,0,1,0,0,0,3,7,0,"(42.0, 47.0]",Night,3
455,26/11/2015,2015-11-26 23:32:17,23:32:17,malay,0,0,45,1,0,1,0,1,1,0,0,1,4,10,0,"(42.0, 47.0]",Night,3
456,26/11/2015,2015-11-26 23:32:17,23:32:17,malay,0,2,54,1,0,8,0,4,0,0,0,1,4,9,0,"(51.0, 55.0]",Night,3
457,27/11/2015,2015-11-27 08:26:31,8:26:31,chinese,0,1,49,1,0,3,0,5,1,2,1,1,4,10,0,"(47.0, 51.0]",Early Morning,4
458,27/11/2015,2015-11-27 08:45:29,8:45:29,malay,0,2,34,1,0,4,0,10,1,0,0,1,3,8,0,"(33.0, 38.0]",Early Morning,4
459,27/11/2015,2015-11-27 08:55:52,8:55:52,chinese,1,2,44,1,0,10,1,10,1,1,0,1,4,9,0,"(42.0, 47.0]",Early Morning,4
460,27/11/2015,2015-11-27 08:55:52,8:55:52,chinese,0,1,53,1,0,10,0,2,1,2,1,1,4,7,0,"(51.0, 55.0]",Early Morning,4
461,27/11/2015,2015-11-27 09:15:51,9:15:51,indian,1,2,33,1,0,8,0,8,1,9,0,1,6,8,0,"(27.999, 33.0]",Morning,4
462,27/11/2015,2015-11-27 09:15:51,9:15:51,indian,1,2,36,1,0,8,0,8,1,4,1,1,5,10,0,"(33.0, 38.0]",Morning,4
463,27/11/2015,2015-11-27 09:15:51,9:15:51,indian,1,2,53,1,0,4,0,10,1,9,1,1,6,10,0,"(51.0, 55.0]",Morning,4
464,27/11/2015,2015-11-27 10:22:32,10:22:32,malay,0,1,47,1,0,10,0,10,1,2,0,1,6,10,0,"(42.0, 47.0]",Morning,4
465,27/11/2015,2015-11-27 11:35:02,11:35:02,foreigner,0,2,34,1,0,10,0,0,1,4,0,1,6,10,0,"(33.0, 38.0]",Morning,4
466,27/11/2015,2015-11-27 11:35:02,11:35:02,foreigner,0,1,54,1,0,10,0,11,0,1,0,0,4,9,0,"(51.0, 55.0]",Morning,4
467,27/11/2015,2015-11-27 12:25:06,12:25:06,chinese,1,1,52,1,0,11,2,0,0,0,0,0,4,8,1,"(51.0, 55.0]",Morning,4
468,27/11/2015,2015-11-27 12:37:20,12:37:20,indian,1,1,52,1,1,11,1,8,1,1,0,1,5,9,0,"(51.0, 55.0]",Morning,4
469,27/11/2015,2015-11-27 12:48:06,12:48:06,chinese,1,2,38,2,0,1,0,8,1,3,0,1,4,7,0,"(33.0, 38.0]",Morning,4
470,27/11/2015,2015-11-27 13:25:50,13:25:50,chinese,0,0,53,1,0,8,0,2,0,9,0,1,3,9,0,"(51.0, 55.0]",Afternoon,4
471,27/11/2015,2015-11-27 13:28:59,13:28:59,indian,0,2,30,1,0,1,0,1,1,8,1,1,5,9,0,"(27.999, 33.0]",Afternoon,4
472,27/11/2015,2015-11-27 14:33:44,14:33:44,indian,1,1,49,1,0,1,0,3,1,0,0,1,5,8,0,"(47.0, 51.0]",Afternoon,4
473,27/11/2015,2015-11-27 14:48:42,14:48:42,indian,1,1,41,1,0,10,0,1,1,0,0,0,4,10,0,"(38.0, 42.0]",Afternoon,4
474,27/11/2015,2015-11-27 14:48:42,14:48:42,indian,1,1,55,1,0,1,0,0,1,5,0,1,6,7,0,"(51.0, 55.0]",Afternoon,4
475,27/11/2015,2015-11-27 14:48:42,14:48:42,chinese,0,0,32,1,0,1,0,2,0,0,0,0,3,7,0,"(27.999, 33.0]",Afternoon,4
476,27/11/2015,2015-11-27 15:25:31,15:25:31,chinese,1,1,35,1,0,10,0,11,1,0,1,1,3,9,0,"(33.0, 38.0]",Afternoon,4
477,27/11/2015,2015-11-27 15:25:31,15:25:31,foreigner,1,1,37,1,0,1,0,3,1,0,0,0,6,8,1,"(33.0, 38.0]",Afternoon,4
478,27/11/2015,2015-11-27 15:25:31,15:25:31,chinese,1,2,49,1,0,10,0,1,1,0,0,1,3,8,1,"(47.0, 51.0]",Afternoon,4
479,27/11/2015,2015-11-27 16:58:42,16:58:42,chinese,1,2,53,1,0,10,0,1,1,0,0,1,6,8,0,"(51.0, 55.0]",Afternoon,4
480,27/11/2015,2015-11-27 16:58:42,16:58:42,chinese,1,2,53,1,0,5,0,10,1,2,0,0,6,8,1,"(51.0, 55.0]",Afternoon,4
481,27/11/2015,2015-11-27 17:03:52,17:03:52,chinese,1,2,43,1,0,8,0,0,1,5,1,1,5,9,0,"(42.0, 47.0]",Evening,4
482,27/11/2015,2015-11-27 17:25:34,17:25:34,malay,1,1,32,1,0,8,0,10,1,2,0,0,3,7,0,"(27.999, 33.0]",Evening,4
483,27/11/2015,2015-11-27 17:30:51,17:30:51,chinese,1,2,28,1,0,8,0,0,1,0,1,0,6,9,1,"(27.999, 33.0]",Evening,4
484,27/11/2015,2015-11-27 17:30:51,17:30:51,indian,0,1,42,1,0,10,0,10,1,0,0,0,3,7,0,"(38.0, 42.0]",Evening,4
