No,DATE,DATETIME,TIME,RACE,GENDER,BODY_SIZE,AGE_RANGE,KIDS_CATEGORY,BASKET_SIZE,BASKET_COLOUR,ATTIRE,SHIRT_COLOUR,SHIRT_TYPE,PANTS_COLOUR,PANTS_TYPE,WASH_ITEM,WASHER_NO,DRYER_NO,SPECTACLES,AGE_GROUP,PART_OF_DAY,DAY_OF_WEEK
647,28/11/2015,2015-11-28 22:12:27,22:12:27,indian,1,1,53,1,0,10,0,0,1,2,0,1,6,10,0,"(51.0, 55.0]",Night,5
648,28/11/2015,2015-11-28 22:12:27,22:12:27,foreigner,0,1,40,1,0,0,3,2,0,10,0,0,3,7,1,"(38.0, 42.0]",Night,5
649,28/11/2015,2015-11-28 22:17:54,22:17:54,chinese,1,0,42,1,0,8,0,5,1,2,0,1,4,7,0,"(38.0, 42.0]",Night,5
650,28/11/2015,2015-11-28 23:04:39,23:04:39,indian,1,1,55,1,0,8,1,1,0,0,0,1,6,8,0,"(51.0, 55.0]",Night,5
651,28/11/2015,2015-11-28 23:04:39,23:04:39,indian,1,1,38,1,0,3,0,9,1,3,0,1,3,9,0,"(33.0, 38.0]",Night,5
652,28/11/2015,2015-11-28 23:04:39,23:04:39,indian,1,0,41,1,0,10,0,8,1,5,1,1,3,7,0,"(38.0, 42.0]",Night,5
653,28/11/2015,2015-11-28 23:04:39,23:04:39,indian,1,0,55,1,0,9,1,1,1,0,0,1,4,10,0,"(51.0, 55.0]",Night,5
654,28/11/2015,2015-11-28 23:14:19,23:14:19,indian,1,0,35,1,0,0,0,3,1,5,0,0,4,8,0,"(33.0, 38.0]",Night,5
655,28/11/2015,2015-11-28 23:18:29,23:18:29,indian,0,2,44,1,0,8,0,4,1,11,1,1,5,9,0,"(42.0, 47.0]",Night,5
656,28/11/2015,2015-11-28 23:54:31,23:54:31,foreigner,2,3,52,4,0,10,0,8,1,10,1,0,3,8,0,"(51.0, 55.0]",Night,5
657,29/11/2015,2015-11-29 00:07:01,0:07:01,indian,1,0,34,4,0,10,0,1,1,0,0,0,3,7,0,"(33.0, 38.0]",Late Night,6
658,29/11/2015,2015-11-29 00:08:32,0:08:32,chinese,0,1,40,4,0,10,0,3,1,7,1,1,5,7,0,"(38.0, 42.0]",Late Night,6
659,29/11/2015,2015-11-29 00:08:32,0:08:32,chinese,0,1,28,4,0,8,0,0,1,0,0,1,6,7,1,"(27.999, 33.0]",Late Night,6
660,29/11/2015,2015-11-29 00:08:32,0:08:32,foreigner,0,3,51,3,0,1,0,0,1,0,0,1,4,8,0,"(47.0, 51.0]",Late Night,6
661,29/11/2015,2015-11-29 00:09:18,0:09:18,chinese,0,1,51,4,0,10,3,3,1,7,1,1,6,7,0,"(47.0, 51.0]",Late Night,6
662,29/11/2015,2015-11-29 00:09:18,0:09:18,foreigner,0,1,37,4,0,1,0,6,0,0,0,1,5,10,0,"(33.0, 38.0]",Late Night,6
663,29/11/2015,2015-11-29 00:09:18,0:09:18,chinese,1,2,43,2,0,8,0,10,2,11,1,1,5,9,1,"(42.0, 47.0]",Late Night,6
664,29/11/2015,2015-11-29 01:25:34,1:25:34,chinese,1,0,53,1,0,8,0,1,1,4,1,2,3,9,1,"(51.0, 55.0]",Late Night,6
665,29/11/2015,2015-11-29 01:25:34,1:25:34,chinese,1,0,43,1,0,1,0,0,1,11,1,1,3,7,0,"(42.0, 47.0]",Late Night,6
666,29/11/2015,2015-11-29 01:25:34,1:25:34,foreigner,1,2,44,1,1,2,0,4,1,3,1,1,5,7,0,"(42.0, 47.0]",Late Night,6
667,29/11/2015,2015-11-29 01:25:34,1:25:34,chinese,0,1,44,1,0,10,0,10,1,9,1,1,6,10,0,"(42.0, 47.0]",Late Night,6
668,29/11/2015,2015-11-29 02:12:22,2:12:22,chinese,0,1,38,1,0,10,0,10,1,9,1,1,6,9,0,"(33.0, 38.0]",Late Night,6
669,29/11/2015,2015-11-29 02:12:22,2:12:22,foreigner,1,0,46,1,0,10,0,5,1,3,1,0,3,7,0,"(42.0, 47.0]",Late Night,6
670,29/11/2015,2015-11-29 02:12:22,2:12:22,chinese,1,0,50,1,0,1,1,10,1,0,1,1,3,10,1,"(47.0, 51.0]",Late Night,6
671,29/11/2015,2015-11-29 02:12:22,2:12:22,chinese,0,1,47,1,0,10,1,10,1,9,1,1,6,9,0,"(42.0, 47.0]",Late Night,6
672,29/11/2015,2015-11-29 02:38:45,2:38:45,chinese,0,1,41,1,0,10,1,10,1,9,1,1,6,10,0,"(38.0, 42.0]",Late Night,6
673,29/11/2015,2015-11-29 02:38:45,2:38:45,foreigner,1,0,29,1,0,10,1,3,1,0,1,1,3,7,0,"(27.999, 33.0]",Late Night,6
674,29/11/2015,2015-11-29 02:38:45,2:38:45,chinese,1,0,29,1,0,6,1,11,1,0,1,1,5,9,0,"(27.999, 33.0]",Late Night,6
675,29/11/2015,2015-11-29 02:38:45,2:38:45,chinese,1,2,51,2,0,8,1,10,1,11,1,1,5,9,1,"(47.0, 51.0]",Late Night,6
676,29/11/2015,2015-11-29 02:44:59,2:44:59,chinese,1,0,53,1,0,8,0,1,1,4,1,1,3,9,1,"(51.0, 55.0]",Late Night,6
677,29/11/2015,2015-11-29 02:44:59,2:44:59,chinese,1,0,36,1,0,1,0,0,1,11,1,1,3,7,0,"(33.0, 38.0]",Late Night,6
678,29/11/2015,2015-11-29 02:44:59,2:44:59,foreigner,1,2,39,1,1,2,1,4,1,3,1,1,5,10,0,"(38.0, 42.0]",Late Night,6
679,29/11/2015,2015-11-29 02:44:59,2:44:59,chinese,0,1,49,1,0,10,1,10,1,9,1,1,6,7,0,"(47.0, 51.0]",Late Night,6
680,29/11/2015,2015-11-29 02:44:59,2:44:59,chinese,0,1,36,1,0,10,1,10,1,9,1,1,6,7,0,"(33.0, 38.0]",Late Night,6
681,29/11/2015,2015-11-29 03:24:52,3:24:52,foreigner,1,0,54,1,0,10,1,5,1,3,1,0,3,7,0,"(51.0, 55.0]",Late Night,6
682,29/11/2015,2015-11-29 03:24:52,3:24:52,chinese,1,0,47,1,0,1,1,10,1,0,1,1,3,8,1,"(42.0, 47.0]",Late Night,6
683,29/11/2015,2015-11-29 03:24:52,3:24:52,chinese,0,1,34,1,0,10,3,10,1,9,1,1,6,9,0,"(33.0, 38.0]",Late Night,6
684,29/11/2015,2015-11-29 03:24:52,3:24:52,chinese,0,1,42,1,0,10,3,10,1,9,1,1,6,9,0,"(38.0, 42.0]",Late Night,6
685,29/11/2015,2015-11-29 03:36:20,3:36:20,foreigner,1,0,50,1,0,10,3,3,1,0,1,1,3,8,0,"(47.0, 51.0]",Late Night,6
686,29/11/2015,2015-11-29 03:36:20,3:36:20,chinese,1,0,38,1,0,6,3,11,2,0,1,0,5,8,0,"(33.0, 38.0]",Late Night,6
687,29/11/2015,2015-11-29 03:36:20,3:36:20,chinese,0,1,42,2,0,10,3,10,1,9,1,0,6,7,0,"(38.0, 42.0]",Late Night,6
688,29/11/2015,2015-11-29 03:36:20,3:36:20,chinese,0,1,42,0,0,10,3,10,1,9,1,0,6,10,0,"(38.0, 42.0]",Late Night,6
689,29/11/2015,2015-11-29 03:47:21,3:47:21,chinese,0,1,47,0,0,10,1,10,1,9,1,0,6,10,0,"(42.0, 47.0]",Late Night,6
690,29/11/2015,2015-11-29 03:47:21,3:47:21,chinese,0,1,54,2,0,6,0,10,1,9,1,0,3,10,0,"(51.0, 55.0]",Late Night,6
691,29/11/2015,2015-11-29 03:47:21,3:47:21,chinese,0,1,39,2,0,5,0,7,1,8,1,0,6,10,0,"(38.0, 42.0]",Late Night,6
692,29/11/2015,2015-11-29 03:47:21,3:47:21,chinese,0,1,44,0,0,1,1,5,2,9,1,0,6,10,0,"(42.0, 47.0]",Late Night,6
693,29/11/2015,2015-11-29 04:01:54,4:01:54,chinese,0,1,52,0,0,0,1,6,1,9,1,0,6,10,0,"(51.0, 55.0]",Late Night,6
694,29/11/2015,2015-11-29 04:01:54,4:01:54,chinese,0,1,36,0,0,5,1,7,1,9,1,0,3,9,0,"(33.0, 38.0]",Late Night,6
695,29/11/2015,2015-11-29 04:01:54,4:01:54,chinese,0,1,35,0,0,0,1,5,1,9,1,1,6,8,0,"(33.0, 38.0]",Late Night,6
696,29/11/2015,2015-11-29 04:01:54,4:01:54,chinese,0,1,45,0,0,8,1,6,1,1,1,0,5,8,0,"(42.0, 47.0]",Late Night,6
697,29/11/2015,2015-11-29 04:02:14,4:02:14,chinese,0,1,47,0,0,4,1,7,1,11,1,0,4,10,0,"(42.0, 47.0]",Late Night,6
698,29/11/2015,2015-11-29 04:02:14,4:02:14,chinese,0,1,39,2,0,0,0,5,2,0,1,0,3,10,0,"(38.0, 42.0]",Late Night,6
699,29/11/2015,2015-11-29 04:02:14,4:02:14,chinese,0,1,46,0,0,0,1,6,1,7,0,0,4,7,1,"(42.0, 47.0]",Late Night,6
700,29/11/2015,2015-11-29 04:02:14,4:02:14,malay,0,0,45,1,0,0,0,5,0,11,0,1,5,9,0,"(42.0, 47.0]",Late Night,6
701,29/11/2015,2015-11-29 04:02:14,4:02:14,chinese,1,0,53,1,0,1,0,10,1,0,1,1,3,8,1,"(51.0, 55.0]",Late Night,6
702,29/11/2015,2015-11-29 04:02:14,4:02:14,chinese,0,1,29,1,0,10,0,6,1,2,1,1,4,10,0,"(27.999, 33.0]",Late Night,6
703,29/11/2015,2015-11-29 04:02:14,4:02:14,indian,0,0,43,1,1,10,2,8,1,0,0,1,5,10,0,"(42.0, 47.0]",Late Night,6
704,29/11/2015,2015-11-29 04:02:14,4:02:14,indian,0,0,47,4,1,10,2,2,1,1,0,1,5,8,0,"(42.0, 47.0]",Late Night,6
705,29/11/2015,2015-11-29 04:03:48,4:03:48,indian,0,0,49,1,0,10,1,7,0,0,0,1,6,7,0,"(47.0, 51.0]",Late Night,6
706,29/11/2015,2015-11-29 04:03:48,4:03:48,indian,0,1,39,4,0,8,0,10,1,8,1,1,3,7,0,"(38.0, 42.0]",Late Night,6
707,29/11/2015,2015-11-29 04:03:48,4:03:48,indian,0,0,29,1,0,6,2,10,1,11,0,1,4,9,0,"(27.999, 33.0]",Late Night,6
708,29/11/2015,2015-11-29 04:03:48,4:03:48,chinese,0,1,34,1,0,10,0,10,1,9,1,1,6,8,0,"(33.0, 38.0]",Late Night,6
709,29/11/2015,2015-11-29 04:03:48,4:03:48,chinese,0,1,48,1,0,10,0,10,1,9,1,1,6,10,0,"(47.0, 51.0]",Late Night,6
710,29/11/2015,2015-11-29 04:03:48,4:03:48,indian,0,0,36,4,1,10,2,2,1,1,0,1,5,8,0,"(33.0, 38.0]",Late Night,6
711,29/11/2015,2015-11-29 04:03:48,4:03:48,indian,0,1,39,4,0,8,0,10,1,8,1,1,3,10,0,"(38.0, 42.0]",Late Night,6
712,29/11/2015,2015-11-29 04:03:48,4:03:48,indian,0,1,42,4,0,8,0,10,1,8,1,1,3,8,0,"(38.0, 42.0]",Late Night,6
713,29/11/2015,2015-11-29 04:03:48,4:03:48,indian,0,0,40,4,1,10,2,2,1,1,0,1,5,9,0,"(38.0, 42.0]",Late Night,6
714,29/11/2015,2015-11-29 04:03:48,4:03:48,indian,0,0,37,4,0,0,0,0,1,0,1,1,5,9,1,"(33.0, 38.0]",Late Night,6
715,29/11/2015,2015-11-29 04:03:48,4:03:48,foreigner,0,1,31,4,0,1,0,6,0,0,0,1,6,10,0,"(27.999, 33.0]",Late Night,6
716,29/11/2015,2015-11-29 04:03:48,4:03:48,chinese,1,1,28,1,0,8,0,11,1,0,0,1,6,8,1,"(27.999, 33.0]",Late Night,6
717,29/11/2015,2015-11-29 04:04:37,4:04:37,foreigner,1,0,46,1,0,8,1,1,0,0,0,0,4,9,0,"(42.0, 47.0]",Late Night,6
718,29/11/2015,2015-11-29 04:04:37,4:04:37,foreigner,1,0,30,1,0,10,0,3,1,0,1,1,3,9,0,"(27.999, 33.0]",Late Night,6
719,29/11/2015,2015-11-29 04:04:37,4:04:37,chinese,1,0,53,1,0,1,0,0,1,0,0,1,6,10,1,"(51.0, 55.0]",Late Night,6
720,29/11/2015,2015-11-29 04:04:37,4:04:37,foreigner,1,0,55,1,0,8,0,10,0,0,0,1,5,8,0,"(51.0, 55.0]",Late Night,6
721,29/11/2015,2015-11-29 04:04:37,4:04:37,foreigner,1,0,51,1,0,10,2,4,0,5,0,1,4,7,0,"(47.0, 51.0]",Late Night,6
722,29/11/2015,2015-11-29 04:04:37,4:04:37,indian,1,0,46,2,0,10,1,10,1,5,0,1,4,10,0,"(42.0, 47.0]",Late Night,6
723,29/11/2015,2015-11-29 04:04:37,4:04:37,indian,1,0,45,4,0,7,0,8,1,0,0,0,6,10,1,"(42.0, 47.0]",Late Night,6
724,29/11/2015,2015-11-29 04:04:37,4:04:37,chinese,1,1,45,1,0,8,0,10,1,1,1,1,3,10,1,"(42.0, 47.0]",Late Night,6
725,29/11/2015,2015-11-29 04:04:37,4:04:37,foreigner,1,0,32,1,0,8,0,10,1,0,0,0,4,7,0,"(27.999, 33.0]",Late Night,6
726,29/11/2015,2015-11-29 04:04:37,4:04:37,indian,0,0,37,1,0,10,1,1,0,0,0,0,4,8,1,"(33.0, 38.0]",Late Night,6
727,29/11/2015,2015-11-29 04:05:42,4:05:42,malay,0,0,54,4,0,2,2,1,0,1,0,1,3,7,1,"(51.0, 55.0]",Late Night,6
728,29/11/2015,2015-11-29 04:05:42,4:05:42,chinese,0,1,35,1,0,10,0,8,1,5,0,1,5,10,0,"(33.0, 38.0]",Late Night,6
729,29/11/2015,2015-11-29 04:05:42,4:05:42,indian,0,1,28,1,0,8,0,2,0,0,0,0,3,7,1,"(27.999, 33.0]",Late Night,6
730,29/11/2015,2015-11-29 04:05:59,4:05:59,chinese,1,0,38,1,0,6,0,11,1,0,1,1,5,7,0,"(33.0, 38.0]",Late Night,6
731,29/11/2015,2015-11-29 04:05:59,4:05:59,chinese,0,0,52,1,0,1,0,4,0,1,0,1,4,8,0,"(51.0, 55.0]",Late Night,6
732,29/11/2015,2015-11-29 04:05:59,4:05:59,indian,1,0,35,1,0,6,0,0,1,2,0,1,5,8,0,"(33.0, 38.0]",Late Night,6
733,29/11/2015,2015-11-29 04:05:59,4:05:59,indian,1,0,47,1,0,6,0,10,1,11,1,1,5,7,0,"(42.0, 47.0]",Late Night,6
734,29/11/2015,2015-11-29 04:05:59,4:05:59,indian,1,1,35,1,0,10,0,0,1,2,0,1,6,7,0,"(33.0, 38.0]",Late Night,6
735,29/11/2015,2015-11-29 04:06:04,4:06:04,foreigner,0,1,37,1,0,0,0,2,0,0,0,0,3,7,1,"(33.0, 38.0]",Late Night,6
736,29/11/2015,2015-11-29 04:06:04,4:06:04,chinese,1,0,54,1,0,8,0,5,1,2,0,1,4,8,0,"(51.0, 55.0]",Late Night,6
737,29/11/2015,2015-11-29 04:06:04,4:06:04,indian,1,1,54,1,0,8,1,1,0,0,0,1,3,8,0,"(51.0, 55.0]",Late Night,6
738,29/11/2015,2015-11-29 04:06:04,4:06:04,indian,1,1,43,1,0,3,0,3,1,3,0,1,6,9,0,"(42.0, 47.0]",Late Night,6
739,29/11/2015,2015-11-29 04:06:04,4:06:04,indian,1,0,50,1,0,10,0,8,1,5,1,1,3,9,0,"(47.0, 51.0]",Late Night,6
740,29/11/2015,2015-11-29 04:06:04,4:06:04,indian,1,0,42,1,0,3,1,1,1,0,0,1,4,10,0,"(38.0, 42.0]",Late Night,6
741,29/11/2015,2015-11-29 04:06:04,4:06:04,indian,1,0,53,1,0,0,0,3,1,5,0,0,4,8,0,"(51.0, 55.0]",Late Night,6
742,29/11/2015,2015-11-29 04:06:19,4:06:19,indian,0,2,32,1,0,8,0,4,1,11,1,1,5,7,0,"(27.999, 33.0]",Late Night,6
743,29/11/2015,2015-11-29 04:06:19,4:06:19,foreigner,1,0,51,4,0,10,0,8,1,5,1,0,3,8,0,"(47.0, 51.0]",Late Night,6
744,29/11/2015,2015-11-29 04:06:19,4:06:19,indian,1,0,46,4,0,10,0,1,1,0,0,0,5,7,0,"(42.0, 47.0]",Late Night,6
745,29/11/2015,2015-11-29 04:06:19,4:06:19,chinese,0,1,53,4,0,10,0,3,1,7,1,1,4,7,0,"(51.0, 55.0]",Late Night,6
746,29/11/2015,2015-11-29 04:06:19,4:06:19,chinese,0,1,40,4,0,8,0,0,1,0,0,1,3,7,1,"(38.0, 42.0]",Late Night,6
747,29/11/2015,2015-11-29 04:06:19,4:06:19,foreigner,0,1,46,4,0,1,0,0,1,0,0,1,3,8,0,"(42.0, 47.0]",Late Night,6
748,29/11/2015,2015-11-29 04:06:19,4:06:19,chinese,0,1,44,4,0,10,0,3,1,7,1,1,4,7,0,"(42.0, 47.0]",Late Night,6
749,29/11/2015,2015-11-29 04:06:19,4:06:19,foreigner,0,1,53,4,0,1,0,6,0,0,0,1,3,10,0,"(51.0, 55.0]",Late Night,6
750,29/11/2015,2015-11-29 04:06:19,4:06:19,chinese,1,2,29,2,0,8,0,10,1,11,1,1,5,9,1,"(27.999, 33.0]",Late Night,6
751,29/11/2015,2015-11-29 04:06:19,4:06:19,chinese,1,0,46,1,0,8,0,1,1,4,1,1,3,9,1,"(42.0, 47.0]",Late Night,6
752,29/11/2015,2015-11-29 04:06:19,4:06:19,chinese,1,0,41,1,0,1,0,0,1,11,1,1,3,7,0,"(38.0, 42.0]",Late Night,6
753,29/11/2015,2015-11-29 04:06:22,4:06:22,foreigner,1,2,34,1,1,2,0,4,1,3,1,1,5,7,0,"(33.0, 38.0]",Late Night,6
754,29/11/2015,2015-11-29 04:06:22,4:06:22,chinese,0,1,35,1,0,10,0,10,1,9,1,1,6,9,0,"(33.0, 38.0]",Late Night,6
755,29/11/2015,2015-11-29 04:06:22,4:06:22,chinese,0,1,55,1,0,10,0,10,1,9,1,1,6,8,0,"(51.0, 55.0]",Late Night,6
756,29/11/2015,2015-11-29 04:06:22,4:06:22,foreigner,1,0,42,1,0,10,0,9,1,3,1,0,3,7,0,"(38.0, 42.0]",Late Night,6
757,29/11/2015,2015-11-29 04:06:22,4:06:22,chinese,1,0,46,1,0,1,1,10,1,0,1,1,3,8,1,"(42.0, 47.0]",Late Night,6
758,29/11/2015,2015-11-29 04:06:22,4:06:22,chinese,0,1,52,1,0,10,1,10,1,9,1,1,6,8,0,"(51.0, 55.0]",Late Night,6
759,29/11/2015,2015-11-29 04:06:22,4:06:22,chinese,0,1,35,1,0,10,1,9,1,9,1,1,6,10,0,"(33.0, 38.0]",Late Night,6
760,29/11/2015,2015-11-29 04:06:22,4:06:22,foreigner,1,0,42,1,0,9,1,3,2,0,1,1,3,10,0,"(38.0, 42.0]",Late Night,6
761,29/11/2015,2015-11-29 04:06:22,4:06:22,chinese,1,0,38,1,0,6,1,11,2,0,1,1,5,9,0,"(33.0, 38.0]",Late Night,6
762,29/11/2015,2015-11-29 04:07:46,4:07:46,chinese,1,3,46,2,0,8,1,10,1,11,1,1,5,9,1,"(42.0, 47.0]",Late Night,6
763,29/11/2015,2015-11-29 04:07:46,4:07:46,chinese,1,0,33,1,0,8,3,1,1,4,1,1,3,9,1,"(27.999, 33.0]",Late Night,6
764,29/11/2015,2015-11-29 04:07:46,4:07:46,chinese,1,3,48,1,0,1,0,0,1,11,1,1,3,7,0,"(47.0, 51.0]",Late Night,6
765,29/11/2015,2015-11-29 04:07:46,4:07:46,foreigner,1,2,42,1,1,2,1,9,1,3,1,1,5,10,0,"(38.0, 42.0]",Late Night,6
766,29/11/2015,2015-11-29 04:07:46,4:07:46,chinese,0,2,40,1,0,10,1,10,1,9,1,1,6,8,0,"(38.0, 42.0]",Late Night,6
767,29/11/2015,2015-11-29 04:07:46,4:07:46,chinese,0,3,54,1,0,10,1,10,2,9,1,1,6,8,0,"(51.0, 55.0]",Late Night,6
768,29/11/2015,2015-11-29 04:07:46,4:07:46,foreigner,1,2,37,1,0,10,1,5,1,3,1,0,5,7,0,"(33.0, 38.0]",Late Night,6
769,29/11/2015,2015-11-29 04:07:46,4:07:46,chinese,1,2,40,1,0,1,1,10,1,0,1,1,3,9,1,"(38.0, 42.0]",Late Night,6
770,29/11/2015,2015-11-29 04:07:46,4:07:46,chinese,0,2,53,1,0,10,3,10,2,9,1,1,6,8,0,"(51.0, 55.0]",Late Night,6
771,29/11/2015,2015-11-29 04:07:46,4:07:46,chinese,0,2,41,1,0,10,1,10,1,9,1,1,6,7,0,"(38.0, 42.0]",Late Night,6
772,29/11/2015,2015-11-29 04:07:46,4:07:46,foreigner,1,3,42,1,0,10,0,3,1,0,1,1,3,10,0,"(38.0, 42.0]",Late Night,6
773,29/11/2015,2015-11-29 04:08:31,4:08:31,chinese,1,2,36,1,0,6,1,11,1,0,1,0,5,8,0,"(33.0, 38.0]",Late Night,6
774,29/11/2015,2015-11-29 04:08:31,4:08:31,malay,0,3,30,2,0,10,3,9,1,9,1,0,6,9,0,"(27.999, 33.0]",Late Night,6
775,29/11/2015,2015-11-29 04:08:31,4:08:31,malay,0,2,29,0,0,10,1,10,1,9,1,0,6,8,0,"(27.999, 33.0]",Late Night,6
776,29/11/2015,2015-11-29 04:08:31,4:08:31,malay,0,2,44,0,0,10,1,10,1,9,1,0,6,7,0,"(42.0, 47.0]",Late Night,6
777,29/11/2015,2015-11-29 04:08:31,4:08:31,chinese,0,3,55,2,0,6,0,10,1,9,1,0,3,10,0,"(51.0, 55.0]",Late Night,6
778,29/11/2015,2015-11-29 04:08:31,4:08:31,malay,0,2,40,2,0,5,0,7,2,8,1,0,4,10,0,"(38.0, 42.0]",Late Night,6
779,29/11/2015,2015-11-29 04:08:31,4:08:31,malay,0,2,50,0,0,1,1,5,1,9,1,0,4,10,0,"(47.0, 51.0]",Late Night,6
780,29/11/2015,2015-11-29 04:08:31,4:08:31,malay,0,2,42,0,0,0,1,6,1,9,1,0,4,10,0,"(38.0, 42.0]",Late Night,6
781,29/11/2015,2015-11-29 04:08:31,4:08:31,malay,0,2,28,0,0,5,3,7,2,9,1,0,3,8,0,"(27.999, 33.0]",Late Night,6
782,29/11/2015,2015-11-29 04:11:41,4:11:41,malay,0,3,30,0,0,0,1,5,1,9,1,1,6,8,0,"(27.999, 33.0]",Late Night,6
783,29/11/2015,2015-11-29 04:11:41,4:11:41,malay,0,2,45,0,0,8,1,6,1,1,1,0,5,7,0,"(42.0, 47.0]",Late Night,6
784,29/11/2015,2015-11-29 04:11:41,4:11:41,malay,0,2,45,0,0,4,3,7,1,11,1,0,4,7,0,"(42.0, 47.0]",Late Night,6
785,29/11/2015,2015-11-29 04:11:41,4:11:41,malay,0,3,32,2,0,0,0,5,1,0,1,0,3,7,0,"(27.999, 33.0]",Late Night,6
786,29/11/2015,2015-11-29 04:11:41,4:11:41,malay,0,2,33,0,0,0,1,6,1,7,0,0,6,7,1,"(27.999, 33.0]",Late Night,6
787,29/11/2015,2015-11-29 04:14:16,4:14:16,malay,1,3,50,1,0,5,0,3,1,6,1,1,4,9,0,"(47.0, 51.0]",Late Night,6
788,29/11/2015,2015-11-29 08:16:36,8:16:36,malay,1,0,38,2,0,1,0,5,1,2,0,1,6,10,0,"(33.0, 38.0]",Early Morning,6
789,29/11/2015,2015-11-29 08:56:00,8:56:00,chinese,1,2,28,1,0,0,0,3,1,0,0,1,3,8,0,"(27.999, 33.0]",Early Morning,6
790,29/11/2015,2015-11-29 09:46:09,9:46:09,malay,1,2,46,1,0,11,0,4,1,2,0,1,6,10,0,"(42.0, 47.0]",Morning,6
791,09/12/2015,2015-12-09 09:46:09,9:46:09,malay,1,1,34,1,0,0,0,3,1,0,0,0,6,7,0,"(33.0, 38.0]",Morning,2
792,09/12/2015,2015-12-09 15:13:16,15:13:16,malay,0,2,33,1,1,10,0,10,0,3,0,1,3,7,0,"(27.999, 33.0]",Afternoon,2
793,09/12/2015,2015-12-09 15:21:37,15:21:37,malay,1,2,37,1,1,1,0,1,1,2,0,0,6,10,0,"(33.0, 38.0]",Afternoon,2
794,09/12/2015,2015-12-09 16:20:06,16:20:06,malay,0,2,42,1,1,6,2,0,2,0,0,1,5,8,0,"(38.0, 42.0]",Afternoon,2
795,09/12/2015,2015-12-09 16:50:56,16:50:56,malay,0,2,45,0,0,1,0,8,0,2,0,2,4,7,1,"(42.0, 47.0]",Afternoon,2
796,09/12/2015,2015-12-09 17:21:26,17:21:26,malay,1,2,38,0,0,1,0,3,1,0,1,2,6,8,0,"(33.0, 38.0]",Evening,2
797,09/12/2015,2015-12-09 17:22:37,17:22:37,malay,0,1,44,4,0,0,0,10,0,0,0,2,6,7,1,"(42.0, 47.0]",Evening,2
798,09/12/2015,2015-12-09 17:24:32,17:24:32,malay,0,1,39,3,0,1,2,3,2,10,0,2,3,9,1,"(38.0, 42.0]",Evening,2
799,09/12/2015,2015-12-09 17:37:56,17:37:56,malay,0,1,50,4,0,1,0,10,1,0,0,2,3,9,0,"(47.0, 51.0]",Evening,2
800,09/12/2015,2015-12-09 18:43:46,18:43:46,malay,0,1,36,2,1,10,0,10,1,5,0,2,4,7,0,"(33.0, 38.0]",Evening,2
801,09/12/2015,2015-12-09 19:02:06,19:02:06,indian,1,1,42,1,0,4,0,10,1,6,1,2,4,8,0,"(38.0, 42.0]",Evening,2
802,09/12/2015,2015-12-09 20:05:46,20:05:46,malay,0,2,40,1,1,10,0,4,0,10,0,2,3,8,0,"(38.0, 42.0]",Evening,2
803,09/12/2015,2015-12-09 20:05:46,20:05:46,malay,0,1,45,1,1,10,0,8,0,0,0,1,3,10,0,"(42.0, 47.0]",Evening,2
804,09/12/2015,2015-12-09 20:33:01,20:33:01,malay,1,0,34,1,0,4,0,10,1,0,0,0,3,7,0,"(33.0, 38.0]",Evening,2
805,09/12/2015,2015-12-09 20:37:01,20:37:01,malay,0,1,53,1,0,7,2,6,0,7,0,1,3,7,1,"(51.0, 55.0]",Evening,2
806,09/12/2015,2015-12-09 20:42:57,20:42:57,indian,0,1,37,1,0,3,2,2,1,0,0,1,6,10,0,"(33.0, 38.0]",Evening,2
807,09/12/2015,2015-12-09 20:43:20,20:43:20,malay,1,1,29,1,0,1,0,10,1,0,0,0,4,8,0,"(27.999, 33.0]",Evening,2
